PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Lei, ZF; Wang, SF			IEEE	Lei, Zhenfeng; Wang, Shunfang			Applied Biological Data Mining Based on Improved K-means Clustering Algorithm And KNN Classifier in Protein Sub-cellular Localization	PROCEEDINGS OF 2016 IEEE 7TH INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND SERVICE SCIENCE (ICSESS 2016)	International Conference on Software Engineering and Service Science		English	Proceedings Paper	7th IEEE International Conference on Software Engineering and Service Science (ICSESS)	AUG 26-28, 2016	China Hall Sci & Technol, Beijing, PEOPLES R CHINA	Inst Elect & Elect Engineers, IEEE Beijing Sect	China Hall Sci & Technol	data mining; clustering algorithm; classification algorithm; protein sub-cellular localization		With the completion of the human genome sequencing, a large number of data especially amino acid sequences floods into biological database, How to analyze these data quickly and even predict the structure and function of protein correctly have become hot topics in recent years, In this paper, we mainly study K-means clustering algorithm and KNN classifier in amino acid sequences of complicated data, which are applied in the prediction of protein sub-cellular localization. In many cases, fuzzy boundary and unbalance are frequently appeared among biological data. The accuracy will be lower, if we make a prediction through traditional KNN and K-means clustering algorithm directly. Firstly, in order to make clear the unbalance, we propose the within-class thought to make sure that training samples in each class around the testing sample are selected and we introduce membership to tell which class the testing sample belongs to. Then, we bring in rough sets and membership to solve the fuzzy boundary. Particularly, we apply correlation coefficient in the rough sets to better reflect the relationship among data objects. The experimental results based on protein sub-cellular localization prediction show that the methods proposed newly better work than the traditional methods.	[Lei, Zhenfeng; Wang, Shunfang] Yunnan Univ, Sch Informat Sci & Engn, Kunming 650504, Peoples R China	Wang, SF (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming 650504, Peoples R China.	wangsf66@hotmail.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [11261068]	This research is fully supported by grants from National Natural Science Foundation of China (11261068).		19	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2327-0594		978-1-4673-9904-3	INT CONF SOFTW ENG			2016							249	252					4	Computer Science, Software Engineering	Computer Science	BH6RS	WOS:000402055400056					2019-12-05	
S	Zhang, J; Liang, H; Chen, F; Li, YQ			IEEE	Zhang, Jun; Liang, Hong; Chen, Fen; Li, Ya-Qing			Research and Application of Bridge Inspection and Maintenance Management System	PROCEEDINGS OF 2016 IEEE 7TH INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND SERVICE SCIENCE (ICSESS 2016)	International Conference on Software Engineering and Service Science		English	Proceedings Paper	7th IEEE International Conference on Software Engineering and Service Science (ICSESS)	AUG 26-28, 2016	China Hall Sci & Technol, Beijing, PEOPLES R CHINA	Inst Elect & Elect Engineers, IEEE Beijing Sect	China Hall Sci & Technol	Bridge Inspection and Maintenance; Web GIS; ArcGIS for Server; Database; ASP.NET		With the development of Kunming's economy and infrastructure construction in China, it's emergency for Kunming bridge and tunnel maintenance departments to improve the level of computerization and the work efficiency. By analyzing WebGIS technology and the business requirements of maintenance departments, this paper presents a design for an inspection and maintenance management system used in urban bridges. The system can be used separately or integrated in a bridge management system(BMS). The main objective of the system is to cut down the workload for the maintenance personnel and improve the management efficiency for administrators. After a period of usage of the system, it shows that the first version of the system is effective and useful.	[Zhang, Jun; Liang, Hong; Chen, Fen; Li, Ya-Qing] Yunnan Univ, Sch Informat Engn, Kunming, Peoples R China	Zhang, J (reprint author), Yunnan Univ, Sch Informat Engn, Kunming, Peoples R China.	fas86@l63.com; ynliangh@126.com; 1724598612@qq.com; 471116051@qq.com						9	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2327-0594		978-1-4673-9904-3	INT CONF SOFTW ENG			2016							273	276					4	Computer Science, Software Engineering	Computer Science	BH6RS	WOS:000402055400061					2019-12-05	
S	Chen, F; Liang, H; Zhang, J; Li, YQ			IEEE	Chen, Fen; Liang, Hong; Zhang, Jun; Li, YaQing			Application and Research on Information Management of Agricultural Science and Technology Park Based on 3S Technology	PROCEEDINGS OF 2016 IEEE 7TH INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND SERVICE SCIENCE (ICSESS 2016)	International Conference on Software Engineering and Service Science		English	Proceedings Paper	7th IEEE International Conference on Software Engineering and Service Science (ICSESS)	AUG 26-28, 2016	China Hall Sci & Technol, Beijing, PEOPLES R CHINA	Inst Elect & Elect Engineers, IEEE Beijing Sect	China Hall Sci & Technol	Agricultural Science And Technology Park; Visualization Management; 3S		The traditional agriculture park is lack of reasonable management and scientific method, meanwhile leaving the running ways behind at the same time. According to these problems, taking the example of the "Shilin Taiwan Farmers' Innovation Park of Kunming" (referred to as " Tai Chuang Yuan ") as research object, it is necessary to develop the visual information platform of Agricultural Science and Technology Park focus on the practical requirements of TaiChuangYuan's Information Management System to plan and management the Modern Agricultural Science Park with 3S Technology. The platform have achieved the scientific, information, and visual management for the Park's fundamental facilities and have improved the management level and efficiency of Agricultural Science andauxiliary support of decision for the TaiChuangYuan's Management Committee.	[Chen, Fen; Liang, Hong; Zhang, Jun; Li, YaQing] Yunnan Univ, Sch Informat Engn, Kunming, Yunnan Province, Peoples R China	Chen, F (reprint author), Yunnan Univ, Sch Informat Engn, Kunming, Yunnan Province, Peoples R China.	1724598612@qq.com						9	1	1	0	6	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2327-0594		978-1-4673-9904-3	INT CONF SOFTW ENG			2016							659	662					4	Computer Science, Software Engineering	Computer Science	BH6RS	WOS:000402055400146					2019-12-05	
S	Hong, CQ; Yu, J; Xie, RS; Tao, DP		Domeniconi, C; Gullo, F; Bonchi, F; DomingoFerrer, J; BaezaYates, R; Zhou, ZH; Wu, X		Hong, Chaoqun; Yu, Jun; Xie, Rongsheng; Tao, Dapeng			Weakly Supervised Hand Pose Recovery with Domain Adaptation by Low-Rank Alignment	2016 IEEE 16TH INTERNATIONAL CONFERENCE ON DATA MINING WORKSHOPS (ICDMW)	International Conference on Data Mining Workshops		English	Proceedings Paper	16th IEEE International Conference on Data Mining (ICDM)	DEC 12-15, 2016	Barcelona, SPAIN	IEEE, IEEE Comp Soc, Natl Sci Fdn, Pinnacle Lab		Human hand pose recovery; neural network; domain adaptation; low-rank representation	3D HUMAN POSE	Human hand pose recovery (HPR) in depth images is usually conducted by constructing mappings between 2D depth images and 3D hand poses. It is a challenging task since the feature spaces of 2D images and 3D poses are different. Therefore, a large number of labeled data is required for training, especially for popular frameworks such as deep learning. In this paper, we propose an HPR method with weak supervision. It is based on neural network and domain adaptation is introduced to enhance the trained model. To achieve domain adaptation, we propose low-rank alignment, which aligns the testing samples to the distribution of labeled samples. In this process, autoencoders are used to extract 2D image features and low- rank representation is used to describe this feature space. Therefore, the proposed method is named as Domain Adaptation with Low-Rank Alignment (DALA). In this way, we obtain a robust and non-linear mapping from 2D images to 3D poses. Experiments are conducted on two challenging benchmark datasets MSRA and ICVL. Both the results on a single dataset and across datasets show the outstanding performance of DALA.	[Hong, Chaoqun; Xie, Rongsheng] Xiamen Univ Technol, Key Lab IOT Fujian Prov Univ, Xiamen, Peoples R China; [Yu, Jun] Hangzhou Dianzi Univ, Sch Comp Sci, Hangzhou 310018, Zhejiang, Peoples R China; [Tao, Dapeng] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China	Yu, J (reprint author), Hangzhou Dianzi Univ, Sch Comp Sci, Hangzhou 310018, Zhejiang, Peoples R China.	cqhong@xmut.edu.cn; yujun@hdu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61622205, 61472110]; Zhejiang Provincial Natural Science Foundation of ChinaNatural Science Foundation of Zhejiang Province [L-R15F020002]; Fujian Provincial Natural Science Foundation of of China [2014J01256, 2016J01327]; Transportation Technology Project of Fujian Province [201409]	This work is supported by the National Natural Science Foundation of China (61622205, 61472110), the Zhejiang Provincial Natural Science Foundation of China (L-R15F020002), the Fujian Provincial Natural Science Foundation of of China (2014J01256, 2016J01327), the Transportation Technology Project of Fujian Province (201409).		40	1	1	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2375-9232		978-1-5090-5910-2	INT CONF DAT MIN WOR			2016							446	453		10.1109/ICDMW.2016.26			8	Computer Science, Information Systems; Computer Science, Theory & Methods	Computer Science	BH6MB	WOS:000401906900062					2019-12-05	
S	Cao, CH; Zhang, FX; Yang, D; Liao, QJ		Yang, T; Fakharian, A		Cao, Chun-Hua; Zhang, Feng-Xia; Yang, Di; Liao, Qiu-Jun			F-Codes	PROCEEDINGS OF THE 2ND ANNUAL INTERNATIONAL CONFERENCE ON ELECTRONICS, ELECTRICAL ENGINEERING AND INFORMATION SCIENCE (EEEIS 2016)	AER-Advances in Engineering Research		English	Proceedings Paper	2nd Annual International Conference on Electronics, Electrical Engineering and Information Science (EEEIS)	DEC 02-04, 2016	Xian, PEOPLES R CHINA			F-prefix codes; F-maximal prefix codes; F-dense; F-complete	EPISTURMIAN WORDS	By adding special conditions, Jean Berstel in 2012 proposed some new codes, for example: F- prefix codes, F- maximal prefix codes, F- maximal codes etc.. In this paper, we discuss the properties of F- completeness, F- denseness of those codes. At first, we present some sufficient and necessary conditions for F- maximal prefix codes. Then, we show if F- dense and F- thin sets are closed under the operations of union and the production of two languages.	[Cao, Chun-Hua; Zhang, Feng-Xia] Yunnan Univ, Sch Math & Stat, Kunming, Peoples R China; [Yang, Di; Liao, Qiu-Jun] Yunnan Univ Finance & Econ, Sch Informat, Kunming, Peoples R China	Yang, D (reprint author), Yunnan Univ Finance & Econ, Sch Informat, Kunming, Peoples R China.	yangdi65@aliyun.com						20	0	0	0	0	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	2352-5401		978-94-6252-320-3	AER ADV ENG RES			2016	117						886	895					10	Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BH5FL	WOS:000400862900109					2019-12-05	
B	Ma, CJ; Shen, DY; Dong, M; Su, J		Wu, J; Gu, T; Dong, Q; Cao, W		Ma, Chaojun; Shen, Dongya; Dong, Ming; Su, Jun			A Slotted Dielectric Substrate Loaded Broadband Vivaldi Antenna Fed by SIW	PROCEEDINGS OF THE 2016 11TH INTERNATIONAL SYMPOSIUM ON ANTENNAS, PROPAGATION AND EM THEORY (ISAPE)			English	Proceedings Paper	11th International Symposium on Antennas, Propagation and EM Theory (ISAPE)	OCT 18-21, 2016	Guilin, PEOPLES R CHINA	IEEE, URSI, NSFC, China Res Inst Radiowave Propagat, Chinese Inst Elect, Chinese Inst Elect Radio Propagat Soc, Chinese Inst Elect Antennas Soc, Guilin Univ Elect Technol, IEEE Antennas Propagat Soc, Natl Key Lab Electromagnet Environm, Sci & Technol Informat Transmiss & Disseminat Commun Networks Lab, Elect Informat Control Lab, Guangxi Key Lab Wireless Wideband Commun & Signal Proc, Minist Educ, Guilin Univ Elect Technol, Key Lab Cognit Radio & Informat Proc		vivaldi antenna; substrate integrated waveguide; substrate loaded; broadband		A novel compact slotted dielectric substrate loaded broadband Vivaldi antenna is proposed. This antenna consists of a typical antipodal SIW Vivaldi antenna and two pieces of FR4 substrate with uneven thickness and periodic slots, two pieces of FR4 substrate is symmetrically loaded on Vivaldi antenna above and under respectively. The effects of different thickness distribution and slots on substrate were simulated. Simulated results exhibit that the antenna achieves a gain of 10.1 +/- 0.7 dBi over the frequency of 27-45GHz with reflection coefficient less than -14dB.	[Ma, Chaojun; Shen, Dongya; Dong, Ming; Su, Jun] Yunnan Univ, Yunnan Engn Lab CWA & Heteroge Net, Kunming 650091, Peoples R China	Ma, CJ (reprint author), Yunnan Univ, Yunnan Engn Lab CWA & Heteroge Net, Kunming 650091, Peoples R China.	chjma37@163.com; shendy@ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61561052, 61561051, 61501398]; Yunnan Natural Science Key Foundation of China [2013FA027]; Yunnan High-Tech Top-Talents Recruitment Project [2012HA005]	The paper is supported by the National Natural Science Foundation of China(61561052,61561051, 61501398) Yunnan Natural Science Key Foundation of China(2013FA027), and Yunnan High-Tech Top-Talents Recruitment Project (2012HA005).		7	2	2	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-4743-7				2016							28	30					3	Engineering, Electrical & Electronic; Telecommunications	Engineering; Telecommunications	BH6DF	WOS:000401697700009					2019-12-05	
B	Dong, M; Shen, DY; Ma, CJ; Ma, ZH; Li, XX; Su, J		Wu, J; Gu, T; Dong, Q; Cao, W		Dong, Ming; Shen, Dongya; Ma, Chaojun; Ma, Zu-Hui; Li, Xingxing; Su, Jun			A Novel Split Ring Slot Antenna with Multiband Characteristics Based on SIW	PROCEEDINGS OF THE 2016 11TH INTERNATIONAL SYMPOSIUM ON ANTENNAS, PROPAGATION AND EM THEORY (ISAPE)			English	Proceedings Paper	11th International Symposium on Antennas, Propagation and EM Theory (ISAPE)	OCT 18-21, 2016	Guilin, PEOPLES R CHINA	IEEE, URSI, NSFC, China Res Inst Radiowave Propagat, Chinese Inst Elect, Chinese Inst Elect Radio Propagat Soc, Chinese Inst Elect Antennas Soc, Guilin Univ Elect Technol, IEEE Antennas Propagat Soc, Natl Key Lab Electromagnet Environm, Sci & Technol Informat Transmiss & Disseminat Commun Networks Lab, Elect Informat Control Lab, Guangxi Key Lab Wireless Wideband Commun & Signal Proc, Minist Educ, Guilin Univ Elect Technol, Key Lab Cognit Radio & Informat Proc		split ring slot antenna; SIW; multiband; cavity		A novel split ring slot antenna with multiband characteristics is proposed in this paper. The antenna consists of a split ring slot and a ring slot on top surface as the radiator. A novel split ring slot antenna is proposed to realize polarized radiation based on the SIW cavity. Three patch-like radiation patterns and one monopolar radiation pattern at four different frequencies are excited by the single fed antenna. In addition, each operating frequency can be individually adjusted by the ring slot. Moreover, simulated results exhibit that the antenna achieves a maximum gain of 9.2dB in operating frequency with reflection coefficient less than -22.7dB. Its performance is obviously better than other designs, the proposed antenna has features of simple structure and multiband characteristics.	[Dong, Ming; Shen, Dongya; Ma, Chaojun; Ma, Zu-Hui; Li, Xingxing; Su, Jun] Yunnan Univ, Yunnan Engn Lab CWA & Heteroge Net, Kunming 650091, Peoples R China; [Ma, Zu-Hui] State Key Lab Millimeter Waves, Nanjing 61501398, Jiangsu, Peoples R China	Dong, M (reprint author), Yunnan Univ, Yunnan Engn Lab CWA & Heteroge Net, Kunming 650091, Peoples R China.	mingtaylor@foxmail.com; shendy@ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61561052, 61561051, 61501398]; Yunnan Natural Science Key Foundation of China [2013FA027]; Yunnan High-Tech Top-Talents Recruitment Project [2012HA005]; State Key Laboratory of Millimeter Waves Project [K201618]	This work is supported in part by the National Natural Science Foundation of China (61561052, 61561051, 61501398), Yunnan Natural Science Key Foundation of China (2013FA027), Yunnan High-Tech Top-Talents Recruitment Project (2012HA005), and State Key Laboratory of Millimeter Waves Project (K201618).		8	1	1	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-4743-7				2016							39	42					4	Engineering, Electrical & Electronic; Telecommunications	Engineering; Telecommunications	BH6DF	WOS:000401697700012					2019-12-05	
B	Li, XX; Shen, DY; Zhang, TY; Su, J; Zhang, YP; Dong, M		Wu, J; Gu, T; Dong, Q; Cao, W		Li, Xingxing; Shen, Dongya; Zhang, Taoyan; Su, Jun; Zhang, Yingpeng; Dong, Ming			A Wideband and High-Gain Magneto-Electric Dipole Antenna	PROCEEDINGS OF THE 2016 11TH INTERNATIONAL SYMPOSIUM ON ANTENNAS, PROPAGATION AND EM THEORY (ISAPE)			English	Proceedings Paper	11th International Symposium on Antennas, Propagation and EM Theory (ISAPE)	OCT 18-21, 2016	Guilin, PEOPLES R CHINA	IEEE, URSI, NSFC, China Res Inst Radiowave Propagat, Chinese Inst Elect, Chinese Inst Elect Radio Propagat Soc, Chinese Inst Elect Antennas Soc, Guilin Univ Elect Technol, IEEE Antennas Propagat Soc, Natl Key Lab Electromagnet Environm, Sci & Technol Informat Transmiss & Disseminat Commun Networks Lab, Elect Informat Control Lab, Guangxi Key Lab Wireless Wideband Commun & Signal Proc, Minist Educ, Guilin Univ Elect Technol, Key Lab Cognit Radio & Informat Proc		Magneto-Electric dipole antenna; box-shaped reflector; metamaterial	PATCH ANTENNA	A novel wideband high-gain Magneto-Electric dipole antenna is presented. The proposed Magneto-Electric antenna is composed of a fishtail-shaped electric dipole, a half-circular loop antenna that works as a magnetic dipole, a microstrip-to-coplanar stripline transition balun, a box-shaped reflector and the loading of T-shaped array of metamaterial elements on the dielectric substrate. A high gain can be realized by loading of T-shaped array of metamaterial elements and using a rectangular box-shaped reflector. Simulated results show that this antenna has a wide impedance bandwidth of 58.5%, ranging from 2.32 GHz to 4.24 GHz and a high gain about 8 dB. Moreover, radiation patterns with low back radiation, fixing broadside direction mainbeam, symmetrical E-and H-plane patterns and large front-to-back ratio are obtained over the whole operating band by using a rectangular box-shaped reflector. The good performances make the antenna suitable for the wireless communication systems.	[Li, Xingxing; Shen, Dongya; Zhang, Taoyan; Su, Jun; Zhang, Yingpeng; Dong, Ming] Yunnan Univ, Yunnan Engn Lab CWA & Heteroge Net, Kunming 650000, Peoples R China	Li, XX (reprint author), Yunnan Univ, Yunnan Engn Lab CWA & Heteroge Net, Kunming 650000, Peoples R China.	798388603@qq.com; shendy@ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61561052, 61561051]; Yunnan Natural Science Key Foundation of China [2013FA027]; Yunnan High-Tech Top-Talents Recruitment Project [2012HA005]	The paper is supported by the National Natural Science Foundation of China(61561052,61561051), Yunnan Natural Science Key Foundation of China(2013FA027), and Yunnan High-Tech Top-Talents Recruitment Project (2012HA005).		16	1	1	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-4743-7				2016							81	84					4	Engineering, Electrical & Electronic; Telecommunications	Engineering; Telecommunications	BH6DF	WOS:000401697700027					2019-12-05	
B	Zhang, YP; Shen, DY; Li, XX; Su, J; Dong, M		Wu, J; Gu, T; Dong, Q; Cao, W		Zhang, Yingpeng; Shen, Dongya; Li, Xingxing; Su, Jun; Dong, Ming			A Triple-Band Substrate Integrated Waveguide Antenna Based on Metarnaterials	PROCEEDINGS OF THE 2016 11TH INTERNATIONAL SYMPOSIUM ON ANTENNAS, PROPAGATION AND EM THEORY (ISAPE)			English	Proceedings Paper	11th International Symposium on Antennas, Propagation and EM Theory (ISAPE)	OCT 18-21, 2016	Guilin, PEOPLES R CHINA	IEEE, URSI, NSFC, China Res Inst Radiowave Propagat, Chinese Inst Elect, Chinese Inst Elect Radio Propagat Soc, Chinese Inst Elect Antennas Soc, Guilin Univ Elect Technol, IEEE Antennas Propagat Soc, Natl Key Lab Electromagnet Environm, Sci & Technol Informat Transmiss & Disseminat Commun Networks Lab, Elect Informat Control Lab, Guangxi Key Lab Wireless Wideband Commun & Signal Proc, Minist Educ, Guilin Univ Elect Technol, Key Lab Cognit Radio & Informat Proc		metamaterials; substrate integrated waveguide(SIII) antenna; T-shaped; triple-band		In this paper, a triple-band substrate integrated waveguide(SIW) antenna is presented. The proposed antenna consists of a T-shaped radiator, where it is etched on the top side of the common dielectric substrate and fed by a substrate integrated waveguide(SIW) feed-line. Embedded in the E-plane of the antenna are two arrays of zero-index matatnaterials (ZINO unit-cells whose purpose is to effectively confine the electromagnetic waves in the end-fire direction to achieve triple band characteristics. By properly optimizing the antenna dimensions, the impedance bandwidth(S11<-10 dB) is 3.08 GIlz (23.09- 26.17 GHz), 3.49 GHz (27.62- 31.11 GHz) and 2.20 GHz (31.81- 34.47 GHz) around 24 GIlz, 29 GHz and 33 Gni respectively.	[Zhang, Yingpeng; Shen, Dongya; Li, Xingxing; Su, Jun; Dong, Ming] Yunnan Univ, Yunnan Engn Lab CWA & Heteroge Net, Kunming 650000, Peoples R China	Zhang, YP (reprint author), Yunnan Univ, Yunnan Engn Lab CWA & Heteroge Net, Kunming 650000, Peoples R China.	604018562@qq.com; shendy@ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61561052, 61561051]; Yunnan Natural Science Key Foundation of China [2013FA027]; Yunnan High-Tech Top-Talents Recruitment Project [2012HA005]	The paper is supported by the National Natural Science Foundation of China(61561052,61561051), Yunnan Natural Science Key Foundation of China(2013FA027), and Yunnan High-Tech Top-Talents Recruitment Project (2012HA005).		11	2	2	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-4743-7				2016							85	87					3	Engineering, Electrical & Electronic; Telecommunications	Engineering; Telecommunications	BH6DF	WOS:000401697700028					2019-12-05	
S	Peng, B; Yang, JN; Yang, XT; Xu, D; Zhang, XJ		Dong, M; Tseng, YH; Lu, Y; Yu, LC; Lee, LH; Wu, CH; Li, H		Peng, Bo; Yang, Jinnan; Yang, Xutao; Xu, Dan; Zhang, Xuejie			A Comparison of Approaches to Affective Rating of Chinese Words on Valence-Arousal Space	PROCEEDINGS OF THE 2016 INTERNATIONAL CONFERENCE ON ASIAN LANGUAGE PROCESSING (IALP)	International Conference on Asian Language Processing		English	Proceedings Paper	International Conference on Asian Language Processing (IALP)	NOV 21-23, 2016	Tainan, TAIWAN	Natl Cheng Kung Univ, Yuan Ze Univ, Chinese & Oriental Languages Informat Proc Soc, IEEE Tainan Sect, Minist Sci & Technol, Ind Technol Res Inst, IEEE Comp Soc		sentiment analysis; affective lexicon; valence-arousal prediction		The word-level sentiment analysis is an essential issue in opinion mining. One challenge in this field is that not so many lexical items as expected have been labeled with sentimental opinions, especially in Chinese. There are two ways of rating words: one is manual marking which costs lots of resources, energy and time; the other is machine marking which is efficient, convenient and time-saving. There are a few machine rating approaches such as linear regression, support vector regression and weighted graph method. This paper compares the three approaches of linear regression, vector regression and kernel models based on valence-arousal (VA) space in order to study an effective and accurate machine learning algorithm for increasing more Chinese affective words on the existing affective lexicon.	[Peng, Bo; Yang, Jinnan; Yang, Xutao; Xu, Dan; Zhang, Xuejie] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China	Zhang, XJ (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China.	xjzhang@ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61540062]; Key Project of Yunnan Applied Basic Research Program [2014F021]	This work is supported by National Natural Science Foundation of China (Grant No: 61540062) and Key Project of Yunnan Applied Basic Research Program (No: 2014F021).		14	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2159-1962	2159-1970	978-1-5090-0922-0	INT CONF ASIAN LANG			2016							320	323					4	Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BH5WI	WOS:000401528000076					2019-12-05	
S	Cui, QN; Wu, X; Zhu, QY		Wang, J; Wang, H; Cheng, B; Chen, T		Cui, Qian-Na; Wu, Xing; Zhu, Qiao-Yan			Discrete Particle Swarm Optimization Algorithms for the Prize-Collecting Call Control Problem on Lines	PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATION AND SENSOR NETWORKS (WCSN 2016)	ACSR-Advances in Comptuer Science Research		English	Proceedings Paper	3rd International Conference on Wireless Communication and Sensor Networks (WCSN)	DEC 10-11, 2016	Wuhan, PEOPLES R CHINA			DPSO algorithm; prize-collecting; call control; lines		In this paper, we propose two discrete particle swarm optimization algorithms to solve a prize-collecting call control problem on lines based on the classical particle swarm optimization algorithm. The two algorithms combine simulated annealing and genetical methods with particle swarm optimization respectively. Then, we do lots of experiments to compare the two discrete particle swarm optimization algorithms we addressed, in which we compare the results and iteration time and the convergence of two algorithms under some given variables. Finally, computational results show that the proposed discrete particle swarm optimization with genetic algorithm is very efficient and can be quickly obtained good results.	[Cui, Qian-Na; Wu, Xing; Zhu, Qiao-Yan] Yunnan Univ, Sch Math & Stat, Kunming 650500, Peoples R China	Cui, QN (reprint author), Yunnan Univ, Sch Math & Stat, Kunming 650500, Peoples R China.	cuiqianna@126.com; wuxing123@163.com; zqy12356@qq.com			National Nature Science Foundation of ChinaNational Natural Science Foundation of China [11301466]; Natural Science Foundation of Yunnan Province of ChinaNatural Science Foundation of Yunnan Province [2014FB114]	The research was supported by the National Nature Science Foundation of China [No. 11301466] and the Natural Science Foundation of Yunnan Province of China [No. 2014FB114].		11	0	0	0	1	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	2352-538X		978-94-6252-302-9	ACSR ADV COMPUT			2016	44						464	469					6	Computer Science, Theory & Methods; Engineering, Electrical & Electronic; Telecommunications	Computer Science; Engineering; Telecommunications	BH5FJ	WOS:000400860500096					2019-12-05	
B	Peng, BY; Chang, J			IEEE	Peng, Boya; Chang, Jun			The design and implementation of Super Base Station side L1C system in TD-LTE pattern	2016 IEEE INTERNATIONAL CONFERENCE ON CONSUMER ELECTRONICS-CHINA (ICCE-CHINA)			English	Proceedings Paper	IEEE International Conference on Consumer Electronics-China (ICCE-China)	DEC 19-21, 2016	Guangzhou, PEOPLES R CHINA	IEEE		physical layer control; TDD model; the system design; L1C		The Super Base Station project was proposed by the Institute of Computing Technology, Chinese Academy of Sciences. The super base station of Centralized architecture can integrate multimode mobile communication system, save operator costs, reduce energy consumption, increase the transmission rate. The physical layer protocol has not explicitly stated the various states of physical layer as well as the interface with high-level in 3GPP LTE standard specification, so the physical layer control (L1C) solution was designed and implemented, mainly responsible for achieving high-level interactive information, data movement, and start physical channel. The physical layer baseband processing is based on TMS320TCI6618 multi-core DSP, where L1C system is located on core0, and core1, core2 are respectively used for processing uplink and downlink data signal. This article defines the three states of the physical layer, boot and other configuration scheduling process on the base station side is actualizes by state transition. When the subframe scheduling is going, through the multi-task scheduling and double buffering double pointer technology of the DSP, data storage and transfer is completed properly, and the startup and shutdown of different channels is completed according to different criteria. Stipulate the interface content with Protocol Stack, and communicate with it through the Ethernet port, multi-core DSP use IPC for the inner communication and regulate. Verification process is divided into two parts, numerical comparison and link level simulation. Data comparison is performed through a packet capture software omnipeek verify that no packet loss. After the deployment of the physical layer control use the manner of breakpoints debug and memory viewer to observe, data which has throughed the IPC also correct. The whole process of link is a Video transmission, through the software decoding, the base station side downstream transmission protocol stack, physical layer, and the physical layer of terminal receives, protocol stack. Finally through store, the Video can play out by original software. Entirety test correct, transfer content freedom from error, no conflict with other modules.	[Peng, Boya; Chang, Jun] Yunnan Univ, Informat Coll, Kunming, Yunnan, Peoples R China	Peng, BY (reprint author), Yunnan Univ, Informat Coll, Kunming, Yunnan, Peoples R China.	pby_@outlook.com						8	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-6193-8				2016													5	Engineering, Electrical & Electronic	Engineering	BH4NI	WOS:000400497700014					2019-12-05	
