PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
B	Gao, L; Zhang, YF; Li, YH			ACM	Gao, Lian; Zhang, Yufeng; Li, Yanhong			An Improved Estimation for Blood Flow Velocity Profile from the Ultrasonic Pulse-Echo RF Signals	2018 5TH INTERNATIONAL CONFERENCE ON BIOMEDICAL AND BIOINFORMATICS ENGINEERING (ICBBE 2018)			English	Proceedings Paper	5th International Conference on Biomedical and Bioinformatics Engineering (ICBBE)	NOV 12-14, 2018	Okinawa Inst Sci & Technol Grad Univ, Okinawa, JAPAN		Okinawa Inst Sci & Technol Grad Univ	Doppler ultrasound; blood flow velocity; varying pulse-shooting intervals		This paper presents a study on blood flow velocity profile estimation based on the pulse-echo RF signals generated with adaptively varying pulse-shooting intervals (VPI). With the purpose of evaluating the correctness and reliability about the estimation of blood flow velocity profile, the relevant simulation experiments are carried out in this paper based on a Field II ultrasound emulation model for common carotid artery without stenosis lesions. In simulation experiments, the RF signals are firstly generated with the fixed pulse-shooting interval (FPI) of 1/10000 s and VPIs predefined by parabolic velocity profile of blood flow (VPI_PV). Then the relevant PW Doppler signals are obtained for estimating the blood flow velocity profiles by employing the autocorrelation algorithm. It can be found from the results that the estimated blood flow velocity profiles from the PW Doppler signals of VPI_PV have enhancing validity compared with that received from the PW Doppler signals of FPI. The blood flow velocity profiles with enhanced validity would be used as basic contents for disease diagnosis.	[Gao, Lian; Zhang, Yufeng; Li, Yanhong] Yunnan Univ, Elect Engn Dept, Informat Sch, Kunming, Yunnan, Peoples R China	Gao, L (reprint author), Yunnan Univ, Elect Engn Dept, Informat Sch, Kunming, Yunnan, Peoples R China.	962245641@qq.com; yfengzhang@yahoo.com; 1938494248@qq.com						9	0	0	0	0	ASSOC COMPUTING MACHINERY	NEW YORK	1515 BROADWAY, NEW YORK, NY 10036-9998 USA			978-1-4503-6561-1				2018							58	61		10.1145/3301879.3301897			4	Computer Science, Theory & Methods; Engineering, Biomedical; Mathematical & Computational Biology	Computer Science; Engineering; Mathematical & Computational Biology	BM9RM	WOS:000471290100011					2019-12-05	
S	Wang, YBJ; Ding, M; Kan, SC; Zhang, SF; Lu, CY		Abe, N; Liu, H; Pu, C; Hu, X; Ahmed, N; Qiao, M; Song, Y; Kossmann, D; Liu, B; Lee, K; Tang, J; He, J; Saltz, J		Wang, Yanbo J.; Ding, Ming; Kan, Shichao; Zhang, Shifeng; Lu, Chenyue			Deep Proposal and Detection Networks for Road Damage Detection and Classification	2018 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA)	IEEE International Conference on Big Data		English	Proceedings Paper	IEEE International Conference on Big Data (Big Data)	DEC 10-13, 2018	Seattle, WA	IEEE, IEEE Comp Soc, Expedia Grp, Baidu, Squirrel AI Learning, Ankura, Springer				Road maintenance and management is an important task for the social administration. Inspecting the road conditions is the basis of the maintenance, and efficient and accurate inspection is able to perform road repair timely as well as reduce the maintenance cost. Traditional road damage detection have to use high-performance sensors, which are very costly. With the development of the deep learning methods, it is possible to detect the roads efficiently directly with images. In this paper, we propose a simple but efficient object detection model for road damage detection. We adopt the state-of-the-art deep objective detection model including Faster-RCNN and SSD for solving this problem. Experiments convey that the proposed model achieves good detection results and win the challange of IEEE BigData Road Damage Detection Challenge. The codes of the model can be available at https://github.com/kanshichao/DPDN_for_Road_Damage_Detection_and_Classification.	[Wang, Yanbo J.] China Minsheng Bank, Beijing 100031, Peoples R China; [Wang, Yanbo J.] Yunnan Univ, Grad Sch Big Data, Kunming 650091, Yunnan, Peoples R China; [Wang, Yanbo J.] Univ Int Business & Econ, Sch Stat, Beijing 100029, Peoples R China; [Wang, Yanbo J.] Univ Oxford, Harris Manchester Coll, Oxford OX1 3TD, England; [Ding, Ming] Changsha Univ Sci Technol, Changsha 410114, Hunan, Peoples R China; [Kan, Shichao] Beijing Jiaotong Univ, Sch Comp & Informat Technol, Beijing 100044, Peoples R China; [Kan, Shichao] Beijing Jiaotong Univ, Beijing Key Lab Adv Informat Sci & Network Techno, Beijing 100044, Peoples R China; [Zhang, Shifeng] Tsinghua Univ, Dept Comp Sci & Technol, Beijing 100084, Peoples R China; [Lu, Chenyue] Bangkejiaruan Informat Technol Ltd, Beijing, Peoples R China	Ding, M (reprint author), Changsha Univ Sci Technol, Changsha 410114, Hunan, Peoples R China.	wangyanbo@cmbc.com.cn; 409786373@qq.com; 16112062@bjtu.edu.cn; zhangsf15@mails.tsinghua.edu.cn; luchenue@gmail.com						9	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2639-1589		978-1-5386-5035-6	IEEE INT CONF BIG DA			2018							5224	5227					4	Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Theory & Methods	Computer Science	BM7WO	WOS:000468499305049					2019-12-05	
B	Liu, QY; Duan, Q; Yang, HJ; Chu, WCC			IEEE	Liu, Qinyun; Duan, Qing; Yang, Hongji; Chu, William C. C.			A Hybrid Business Outlier Detection Algorithm Basing on Creative Computing Methods	IEEE 20TH INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING AND COMMUNICATIONS / IEEE 16TH INTERNATIONAL CONFERENCE ON SMART CITY / IEEE 4TH INTERNATIONAL CONFERENCE ON DATA SCIENCE AND SYSTEMS (HPCC/SMARTCITY/DSS)			English	Proceedings Paper	20th IEEE International Conference on High Performance Computing and Communications (HPCC) / 16th IEEE International Conference on Smart City (SmartCity) / 4th IEEE International Conference on Data Science and Systems (DSS)	JUN 28-30, 2018	Exeter, ENGLAND	IEEE, IEEE Comp Soc, IEEE Tech Comm Scalable Comp, Univ Exeter		business outlier; PCA; BP neural network; creative computing; business analytics		Business outliers can influence the development of a company negatively. Detecting the outliers is always an essential topic. Traditionally, the outlier detection can be completed by using statistical analysis software or just manual analysis. Low efficiency is one of the disadvantages of such an approach. In this research, an outlier detection algorithm is established through combining three different types of approaches with a creative computing method. The hybrid business outlier detection algorithm uses the statistical approach to pre-process the data, PCA algorithm to discover the main components and BP neural network to complete the outliers separating. Each part can reach an efficient working condition in an appropriate place in this algorithm. Meanwhile, BP neural network and PCA can improve the accuracy of the outlier detecting results.	[Liu, Qinyun] Bath Spa Univ, Ctr Creat Comp, Bath, Avon, England; [Duan, Qing] Yunnan Univ, Sch Software, Kunming, Yunnan, Peoples R China; [Yang, Hongji] Univ Leicester, Informat Dept, Leicester, Leics, England; [Chu, William C. C.] Tunghai Univ, Dept Comp Sci, Taichung, Taiwan	Liu, QY (reprint author), Bath Spa Univ, Ctr Creat Comp, Bath, Avon, England.	qinyun.liu15@bathspa.ac.uk; qduan@ynu.edu.cn; Hongji.Yang@Leicester.ac.uk; cchu@thu.edu.tw						28	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-6614-2				2018							836	841		10.1109/HPCC/SmartCity/DSS.2018.00139			6	Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Theory & Methods	Computer Science	BM7WT	WOS:000468511200107					2019-12-05	
S	Chen, C; Sun, XP; Lu, GH; Kang, HW; Shen, Y			IEEE	Chen, Chang; Sun, Xingping; Lu, Gehao; Kang, Hongwei; Shen, Yong			Bonus Points Alliance Based on the Block chain	2018 14TH INTERNATIONAL CONFERENCE ON SEMANTICS, KNOWLEDGE AND GRIDS (SKG)	International Conference on Semantics Knowledge and Grids		English	Proceedings Paper	14th International Conference on Semantics, Knowledge and Grids (SKG)	SEP 12-14, 2018	Guangzhou, PEOPLES R CHINA	Guangzhou Univ, Chinese Acad Sci, Chinese Acad Sci, Inst Comp Technol, Natl Basic Res Program China		bonus point alliance; union blockchain; consensus mechanism; smart contract		In this paper, a new Bonus Points Alliance is designed based on the key technology of Block chain. We make use of the technical features of decentralization, trust consensus, distributed network, collective maintenance and so on and research on Bonus Points Alliance business model based on block chain. We take advantage of the key technologies such as consensus mechanism and smart contract in block chain and take the "alliance blockchain" as a form of organization to design a full technical solution which solves the shortcomings of traditional alliance, such as a high cost of system development, difficulty of bonus points exchange, and difficulty of bonus points circulate.	[Chen, Chang; Sun, Xingping; Lu, Gehao; Kang, Hongwei; Shen, Yong] Yunnan Univ, Sch Software, Kunming, Yunnan, Peoples R China	Sun, XP (reprint author), Yunnan Univ, Sch Software, Kunming, Yunnan, Peoples R China.	1204477670@qq.com; sunxp@ynu.edu.cn; gehaol@qq.com; hwkang@ynu.edu.com; sheny@ynu.edu.com			Integrated monitoring system information system application prototype research project [2016SE203]	Integrated monitoring system information system application prototype research project under the grant No 2016SE203;		20	0	0	1	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2325-0623		978-1-7281-0441-6	INT CONF SEMANT			2018							229	234		10.1109/SKG.2018.00045			6	Computer Science, Hardware & Architecture; Computer Science, Theory & Methods	Computer Science	BM8FT	WOS:000469092200032					2019-12-05	
B	Dai, BF; Li, JP; Li, WD			ACM	Dai, Bingfei; Li, Jianping; Li, Weidong			Semi-online Hierarchical Scheduling for Bag-of-tasks on Two Machines	PROCEEDINGS OF 2018 THE 2ND INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND ARTIFICIAL INTELLIGENCE (CSAI 2018) / 2018 THE 10TH INTERNATIONAL CONFERENCE ON INFORMATION AND MULTIMEDIA TECHNOLOGY (ICIMT 2018)			English	Proceedings Paper	2nd International Conference on Computer Science and Artificial Intelligence (CSAI) / 10th International Conference on Information and Multimedia Technology (ICIMT)	DEC 08-10, 2018	Shenzhen, PEOPLES R CHINA	Shenzhen Univ, Coll Comp Sci & Software Engn, Kalbis Inst		Scheduling; Semi-online algorithm; Competitive ratio; Bag-of-tasks	PARALLEL MACHINES; GRADE; ALGORITHM	In this paper, we study the problem of scheduling for bag-of-tasks on two parallel machines under a grade-of-service provision, where the objective is to minimize the makespan. We design an semi-online algorithm with a competitive ratio of 3/2 when the optimal value is known and an semi-online algorithm with a competitive ratio of (root 5 + 1)/2 when the largest processing time is known.	[Dai, Bingfei; Li, Jianping; Li, Weidong] Yunnan Univ, Sch Math & Stat, Kunming 650504, Yunnan, Peoples R China	Dai, BF (reprint author), Yunnan Univ, Sch Math & Stat, Kunming 650504, Yunnan, Peoples R China.	2290477053@qq.com; jianping@ynu.edu.cn; weidong@ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [11761078, 11861075]; IRTSTYN; Science and Technology Department of Yunnan Province [2018FY001(-014)]; Yunnan University [2018FY001(-014)]; Natural Science Foundation of Education Department of Yunnan Province [2017ZZX235]	The work is supported in part by the National Natural Science Foundation of China [Nos. 11761078, 11861075], IRTSTYN, and Key Joint Project of the Science and Technology Department of Yunnan Province and Yunnan University [No. 2018FY001(-014)], the Natural Science Foundation of Education Department of Yunnan Province [No. 2017ZZX235].		18	0	0	1	1	ASSOC COMPUTING MACHINERY	NEW YORK	1515 BROADWAY, NEW YORK, NY 10036-9998 USA			978-1-4503-6606-9				2018							609	614		10.1145/3297156.3297222			6	Computer Science, Artificial Intelligence; Computer Science, Theory & Methods	Computer Science	BM8PN	WOS:000469786300117					2019-12-05	
S	Qian, R; Sellathurai, M; Chambers, P; Ratnarajah, T		Matthews, MB		Qian, Rongrong; Sellathurai, Mathini; Chambers, Pat; Ratnarajah, Tharmalingam			ADAPTIVE BAYESIAN CHANNEL ESTIMATION FOR MILLIMETER-WAVE MIMO SYSTEMS WITH HYBRID ARCHITECTURE	2018 CONFERENCE RECORD OF 52ND ASILOMAR CONFERENCE ON SIGNALS, SYSTEMS, AND COMPUTERS	Conference Record of the Asilomar Conference on Signals Systems and Computers		English	Proceedings Paper	52nd Asilomar Conference on Signals, Systems, and Computers	OCT 28-NOV 01, 2018	Pacific Grove, CA	IEEE Signal Proc Soc		Massive MIMO; millimeter wave; adaptive channel estimation; Bayesian compressive sensing		The hybrid multiple-input-multiple-output(MIMO) transceiver architecture is a promising solution to reducing hardware and power cost at millimeter-wave (mmWave) frequencies. However, channel estimation is a major issue for the deployment such system models. Thus, this work shows that by exploiting the sparse scattering nature of the mmWave channel, an efficent channel estimation algorithm can be achieved by utilizing state-of-the-art compressive sensing (CS) techniques. In general, previous CS-based channel estimation methods consider an on-grid sparse signal representation problem, however this is not truly realistic to the scenario of mmWave massive MIMO systems. To achieve a more realistic channel estimation algorithm for the mmWave MINI() system, this work considers an off-grid signal model approach, i.e., the directions of sparse channels are not confined on the angular grid for sparse signal formulation. A new adaptive channel estimation method is proposed by using Bayesian CS (BCS) to accurately and efficiently sense channels in terms of an off-grid signal model. A measurement of recovery uncertainty output by BCS is exploited to adaptively design the sensing matrix, thereby improving its estimation performance.	[Qian, Rongrong] Yunnan Univ, Sch Inforamt Sci & Engn, Kunming 640500, Yunnan, Peoples R China; [Sellathurai, Mathini; Chambers, Pat] Heriot Watt Univ, Inst Sensors Signals & Syst, Edinburgh EH14 4AS, Midlothian, Scotland; [Ratnarajah, Tharmalingam] Univ Edinburgh, Inst Digital Commun, Edinburgh, Midlothian, Scotland	Qian, R (reprint author), Yunnan Univ, Sch Inforamt Sci & Engn, Kunming 640500, Yunnan, Peoples R China.				NSFCNational Natural Science Foundation of China [61701433]; EPSRCEngineering & Physical Sciences Research Council (EPSRC) [EP/M014126/1]	Rongrong Qian is the corresponding author, and her work was supported by NSFC under Grant 61701433. Dr. Sellathurai's work was supported by EPSRC Project EP/M014126/1, Large Scale Antenna Systems Made Practical: Advanced Signal Processing for Compact Deployments [LSAS-SP]		18	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1058-6393		978-1-5386-9218-9	CONF REC ASILOMAR C			2018							274	278					5	Computer Science, Information Systems; Engineering, Electrical & Electronic; Telecommunications	Computer Science; Engineering; Telecommunications	BM7FG	WOS:000467845100048					2019-12-05	
S	Shi, JX; Duan, JH; Cheng, YJ			IOP	Shi, Jingxian; Duan, Jiahong; Cheng, Yingjie			Research on Reinforcement Design Based on a T-beam Bridge	2018 FIRST INTERNATIONAL CONFERENCE ON ENVIRONMENT PREVENTION AND POLLUTION CONTROL TECHNOLOGY (EPPCT 2018)	IOP Conference Series-Earth and Environmental Science		English	Proceedings Paper	1st International Conference on Environment Prevention and Pollution Control Technology (EPPCT)	NOV 09-11, 2018	Tokyo Univ Sci, Tokyo, JAPAN	Natl Tech Univ Ukraine	Tokyo Univ Sci			A concrete simply supported T-beam bridge in a rural highway in a county of Yunnan, China, has been found to have a large number of cracks in the T beam when it is tested. Most of them belong to the non structural cracks. The vertical cracks in the middle part of the 1# bent beam of the substructure were seriously damaged and the bearing capacity was low. The bridge was assessed as the IV bridge, and its cracks and other diseases were disposed after research. After the reinforcement is completed, the test shows that the bearing capacity of the bridge has been restored and improved, and the measures adopted are also effective, which can provide some reference for the reinforcement of the same type of bridge.	[Shi, Jingxian] Kunming Univ Sci & Technol, Oxbridge Coll, Kunming 650106, Yunnan, Peoples R China; [Duan, Jiahong] Yunnan Univ, Sch Architecture & Planning, Kunming 650500, Yunnan, Peoples R China; [Cheng, Yingjie] Yunnan Aerosp Engn Geophys Detecting Co Ltd, Kunming 650217, Yunnan, Peoples R China	Shi, JX (reprint author), Kunming Univ Sci & Technol, Oxbridge Coll, Kunming 650106, Yunnan, Peoples R China.	sara_shivip@163.com						8	0	0	0	0	IOP PUBLISHING LTD	BRISTOL	DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND	1755-1307			IOP C SER EARTH ENV	IOP Conf. Ser. Earth Envir. Sci.		2018	199								032039	10.1088/1755-1315/199/3/032039			5	Engineering, Environmental; Engineering, Electrical & Electronic; Environmental Sciences	Engineering; Environmental Sciences & Ecology	BM7LQ	WOS:000468045100109		Bronze			2019-12-05	
S	Zhang, ZH; Yang, M; Lan, YZ			IOP	Zhang ZHonghui; Yang Meng; Lan Yaozhong			Harmless Disposal and Comprehensive Recovery of Cadmium Waste Slag	2018 FIRST INTERNATIONAL CONFERENCE ON ENVIRONMENT PREVENTION AND POLLUTION CONTROL TECHNOLOGY (EPPCT 2018)	IOP Conference Series-Earth and Environmental Science		English	Proceedings Paper	1st International Conference on Environment Prevention and Pollution Control Technology (EPPCT)	NOV 09-11, 2018	Tokyo Univ Sci, Tokyo, JAPAN	Natl Tech Univ Ukraine	Tokyo Univ Sci			According to the material characteristics of cadmium waste slag, it obtained oxide dust which were the preconcentration of cadmium and other metal by roasting, The best process parameters also was obtained through the test. Detoxicated slag was processed by grinding and magnetic separation. The iron grade of rich iron slag was 56.27% and the iron grade of the poor iron slag was 30.7%.	[Zhang ZHonghui; Yang Meng] Yuxi Normal Univ, Yuxi 653100, Peoples R China; [Lan Yaozhong] Yunnan Univ, Kunming 650091, Yunnan, Peoples R China	Zhang, ZH (reprint author), Yuxi Normal Univ, Yuxi 653100, Peoples R China.				Scientific Research Fund of the Yunnan Provincial Education Department [2017ZZX178, 2016ZZX201]	The project is supported by Scientific Research Fund of the Yunnan Provincial Education Department(2017ZZX178;2016ZZX201).		2	0	0	0	0	IOP PUBLISHING LTD	BRISTOL	DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND	1755-1307			IOP C SER EARTH ENV	IOP Conf. Ser. Earth Envir. Sci.		2018	199								042032	10.1088/1755-1315/199/4/042032			5	Engineering, Environmental; Engineering, Electrical & Electronic; Environmental Sciences	Engineering; Environmental Sciences & Ecology	BM7LQ	WOS:000468045100206		Bronze			2019-12-05	
S	Bao, XG; Wang, LZ		Chen, JJ; Yang, LT		Bao, Xuguang; Wang, Lizhen			A Co-location-based Approach for Business Site Selection Using Ontologies	2018 IEEE INT CONF ON PARALLEL & DISTRIBUTED PROCESSING WITH APPLICATIONS, UBIQUITOUS COMPUTING & COMMUNICATIONS, BIG DATA & CLOUD COMPUTING, SOCIAL COMPUTING & NETWORKING, SUSTAINABLE COMPUTING & COMMUNICATIONS	IEEE International Symposium on Parallel and Distributed Processing with Applications		English	Proceedings Paper	16th IEEE ISPA / 17th IEEE IUCC / 8th IEEE BDCloud / 11th IEEE SocialCom / 8th IEEE SustainCom	DEC 11-13, 2018	Melbourne, AUSTRALIA	IEEE, IEEE Comp Soc		site selection; spatial data mining; co-location pattern mining; ontology		Site selection is one of the most crucial and important decisions made by any business. Such a decision depends on various factors of sites, including socioeconomic, geography, ecology, as well as specific requirements of businesses. The existing approaches for site selection (commonly used by economists) are manual, subjective and not scalable. This paper presents a data-driven situation-specific site selection approach (called D3SA for short) for users who are eager to create a business (hotel, hot-pot restaurant, etc.). Given a business and some related parameters, it recommends suggested sites that can satisfy users' requirements. Unlike existing works, we consider using prevalent co-location patterns discovered from spatial data sets to select the sites. Meanwhile, a novel co-location generation algorithm is proposed to discover co-location patterns efficiently. Furthermore, ontologies are used in order to classify the whole spatial data according to the semantic of businesses to assist to find the "best" co-location pattern. The experimental results evaluated based on both a real POI (Points of Interests) dataset in Beijing and extended synthetic data sets show the effectiveness and efficiency of D3SA.	[Bao, Xuguang; Wang, Lizhen] Yunnan Univ, Sch Informat Sci & Engn, Dept Comp Sci & Engn, Kunming 650091, Yunnan, Peoples R China	Wang, LZ (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Dept Comp Sci & Engn, Kunming 650091, Yunnan, Peoples R China.	bbaaooxx@163.com; lzhwang@ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61472346, 61262069]; Science Foundation of Yunnan Province [2015FB149, 2015FB114]	This work was supported in part by grants (No. 61472346, No. 61262069) from the National Natural Science Foundation of China and in part by a grant (No. 2015FB149, No. 2015FB114) from the Science Foundation of Yunnan Province.		20	0	0	1	1	IEEE COMPUTER SOC	LOS ALAMITOS	10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA	2158-9178		978-1-7281-1141-4	IEEE INT SYMP PARAL			2018							493	500		10.1109/BDCloud.2018.00080			8	Computer Science, Hardware & Architecture; Computer Science, Information Systems; Computer Science, Interdisciplinary Applications	Computer Science	BM7FF	WOS:000467843200066					2019-12-05	
S	Bao, XG; Wang, LZ		Chen, JJ; Yang, LT		Bao, Xuguang; Wang, Lizhen			A Business Site Selection System Using Co-locations and Ontologies	2018 IEEE INT CONF ON PARALLEL & DISTRIBUTED PROCESSING WITH APPLICATIONS, UBIQUITOUS COMPUTING & COMMUNICATIONS, BIG DATA & CLOUD COMPUTING, SOCIAL COMPUTING & NETWORKING, SUSTAINABLE COMPUTING & COMMUNICATIONS	IEEE International Symposium on Parallel and Distributed Processing with Applications		English	Proceedings Paper	16th IEEE ISPA / 17th IEEE IUCC / 8th IEEE BDCloud / 11th IEEE SocialCom / 8th IEEE SustainCom	DEC 11-13, 2018	Melbourne, AUSTRALIA	IEEE, IEEE Comp Soc		site selection; spatial data mining; co-location pattern mining; ontology; POI data		This demonstration presents a data-driven situation-specific site selection system (called D4S for short) for users who are eager to create a business (hotel, hot-pot restaurant, etc.). Given a business and some related parameters, it selects sites that may gain profits for this business. Unlike existing works, D4S uses the meaning of prevalent co-location patterns discovered from spatial data sets to learn the "symbiotic" relationships in business, which can help to select reliable sites. Furthermore, ontologies are used in order to classify the whole spatial data according to the semantic of businesses, which makes the results more accurate. The demonstration shows the high reliability of the result sites selected by D4S.	[Bao, Xuguang; Wang, Lizhen] Yunnan Univ, Sch Informat Sci & Engn, Dept Comp Sci & Engn, Kunming 650091, Yunnan, Peoples R China	Wang, LZ (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Dept Comp Sci & Engn, Kunming 650091, Yunnan, Peoples R China.	bbaaooxx@163.com; lzhwang@ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61472346, 61262069]; Science Foundation of Yunnan Province [2015FB149, 2015FB114]	This work was supported in part by grants (No. 61472346, No. 61262069) from the National Natural Science Foundation of China and in part by a grant (No. 2015FB149, No. 2015FB114) from the Science Foundation of Yunnan Province.		6	0	0	0	0	IEEE COMPUTER SOC	LOS ALAMITOS	10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA	2158-9178		978-1-7281-1141-4	IEEE INT SYMP PARAL			2018							1034	1035		10.1109/BDCloud.2018.00150			2	Computer Science, Hardware & Architecture; Computer Science, Information Systems; Computer Science, Interdisciplinary Applications	Computer Science	BM7FF	WOS:000467843200136					2019-12-05	
S	Li, L; Dai, F			IOP	Li, Lei; Dai, Fei			Transformation and Visualization of BPMN Models to Petri Nets<bold> </bold>	2018 INTERNATIONAL CONFERENCE OF GREEN BUILDINGS AND ENVIRONMENTAL MANAGEMENT (GBEM 2018)	IOP Conference Series-Earth and Environmental Science		English	Proceedings Paper	International Conference of Green Buildings and Environmental Management (GBEM)	AUG 23-25, 2018	Qingdao, PEOPLES R CHINA	Univ Auckland, Qingdao Sci & Technol Assoc, Qingdao Soc Civil & Architectural Engn				The Business Process Modeling Notation (BPMN) is a language for capturing business processes. It is able to model the complex concepts of systems such as: choice, parallel, and synchronization. However it suffers from the lack of an unambiguous definition, so we may produces models with semantic errors. On the other hand, Petri nets are a formal tool with solid mathematical principles [4]. Moreover, it offers a number of analytical techniques. So Petri nets and BPMN have complementary abilities: BPMN can handle the modeling and Petri nets can handle the analysis. In this paper, we propose an approach for transforming BPMN models to Petri nets models, then assign coordinates of Petri nets elements and control the path of every arc. Finally, we get a valid and neat Petri net model which is both convenient and practical for human analysts and other Petri nets analysis techniques.<bold> </bold>	[Li, Lei] Yunnan Univ, Sch Informat Sci & Engn, Kunming 650091, Yunnan, Peoples R China; [Dai, Fei] Yunnan Univ, Natl Pilot Sch Software, Kunming 650091, Yunnan, Peoples R China	Dai, F (reprint author), Yunnan Univ, Natl Pilot Sch Software, Kunming 650091, Yunnan, Peoples R China.							8	0	0	0	1	IOP PUBLISHING LTD	BRISTOL	DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND	1755-1307			IOP C SER EARTH ENV	IOP Conf. Ser. Earth Envir. Sci.		2018	186									10.1088/1755-1315/186/5/012047			7	Green & Sustainable Science & Technology; Environmental Sciences	Science & Technology - Other Topics; Environmental Sciences & Ecology	BM7HE	WOS:000467909300274		Bronze			2019-12-05	
S	Shi, JX; Ran, ZH			IOP	Shi, Jing-Xian; Ran, Zhi-Hong			Calculation of Creep Effect of Extradosed Cable-stayed bridge based on Midas Civil	4TH INTERNATIONAL CONFERENCE ON APPLIED MATERIALS AND MANUFACTURING TECHNOLOGY	IOP Conference Series-Materials Science and Engineering		English	Proceedings Paper	4th International Conference on Applied Materials and Manufacturing Technology (ICAMMT)	MAY 25-27, 2018	Nanchang Hangkong Univ, Natl Def Key Discipline Lab Light Alloy Proc Sci &, Nanchang, PEOPLES R CHINA		Nanchang Hangkong Univ, Natl Def Key Discipline Lab Light Alloy Proc Sci &			In order to understand the creep effect of Extradosed bridge, the paper adopted four concrete creep calculation models recommended by Chinese, European, American and Japanese specifications, Taking the first concrete Extradosed cable-stayed bridge under operation in Yunnan Province of China as an example, The effect of creep on the displacement and stress of the main beam, and the Cable Tension were calculated. The results show that as for the impact of creep effect on deflection of the main beam of the Extradosed cable-stayed bridge, the absolute value is smaller than that of the continuous rigid-frame bridge with the same span, but it has a relatively great impact on the stress and cable force. This article is proposed that as reserve of stress at the lower edge of the section in non-stayed cable segment area should be increased appropriately, and the safety coefficient of stay cables at the operating stage can be properly increased, and the value recommended by this article is 1.87	[Shi, Jing-Xian] Kunming Univ Sci & Technol, Oxbridge Coll, Kunming 650106, Yunnan, Peoples R China; [Ran, Zhi-Hong] Yunnan Univ, Kunming 650106, Yunnan, Peoples R China	Shi, JX (reprint author), Kunming Univ Sci & Technol, Oxbridge Coll, Kunming 650106, Yunnan, Peoples R China.	sara_shivip@163.com			Yunnan Provincial Department of Education [2017ZZX319]	Yunnan Provincial Department of Education(2017ZZX319)		10	0	0	0	0	IOP PUBLISHING LTD	BRISTOL	DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND	1757-8981			IOP CONF SER-MAT SCI			2018	423								UNSP 012113	10.1088/1757-899X/423/1/012113			8	Engineering, Manufacturing; Materials Science, Multidisciplinary	Engineering; Materials Science	BM7GM	WOS:000467865400112		Other Gold, Bronze			2019-12-05	
