PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Wu, J; Wang, YY; Yu, JH; Chen, Y; Pang, Y		Gao, JX; Xu, D; Sun, X; Wu, Y		Wu, Jun; Wang, Yuanyuan; Yu, Jinhua; Chen, Yue; Pang, Yun			A Fast Detection and Diagnosis Algorithm for Abdominal Incisional Hernia Lesions With Automated 3D Ultrasound Images	PROCEEDINGS OF THE 2013 6TH INTERNATIONAL CONFERENCE ON BIOMEDICAL ENGINEERING AND INFORMATICS (BMEI 2013), VOLS 1 AND 2	International Conference on Biomedical Engineering and Informatics		English	Proceedings Paper	6th International Conference on Biomedical Engineering and Informatics (BMEI)	DEC 16-18, 2013	Hangzhou, PEOPLES R CHINA	IEEE, Hangzhou Normal Univ, IEEE Engn Med & Biol Soc		abdominal incisional hernia; lesion detection; automated 3D ultrasound; ultrasound images; 3D speckle reduction	BREAST VOLUME SCANNER; WALL HERNIAS; ULTRASONOGRAPHY; CLASSIFICATION; FEATURES; MASSES; CT	A fast detection and diagnosis algorithm is proposed to improve the effectiveness and efficiency of abdominal incisional hernia lesions diagnosis. Firstly, hernia lesions were obtained by detecting black targets in ultrasound images of the coronal plane. Secondly, the morphological method was used to remove false black targets. Thirdly, the volume of interest (VOI) was cropped from the original data set to define the lesions area. Finally, the volume of lesions was measured. Results demonstrated that the proposed algorithm can effectively detect abdominal incisional hernia lesions with automated 3D ultrasound images. It can also provide more diagnostic information by measuring the volume of lesions.	[Wu, Jun; Wang, Yuanyuan; Yu, Jinhua] Fudan Univ, Dept Elect Engn, Shanghai 200433, Peoples R China; [Wu, Jun] Yunnan Univ, Dept Elect Engn, Kunming, Peoples R China; [Chen, Yue; Pang, Yun] Fudan Univ, Huadong Hosp, Dept Ultrasound, Shanghai 200433, Peoples R China	Wu, J (reprint author), Fudan Univ, Dept Elect Engn, Shanghai 200433, Peoples R China.							21	3	4	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1948-2914		978-1-4799-2761-6	INT CONF BIOMED			2013							86	90					5	Engineering, Biomedical; Medical Informatics	Engineering; Medical Informatics	BC3FJ	WOS:000351608200017					2019-12-05	
S	Lin, WJ; Zhang, YF; Jia, ZG; Chen, H; Zhang, KX; Li, ZY		Gao, JX; Xu, D; Sun, X; Wu, Y		Lin, Wenjing; Zhang, Yufeng; Jia, Zhiguo; Chen, Han; Zhang, Kexin; Li, Zhiyao			Delicate Seperation of Doppler Blood Flow and Vessel Wall Beat Signals by Using the EEMD-based Algorithm	PROCEEDINGS OF THE 2013 6TH INTERNATIONAL CONFERENCE ON BIOMEDICAL ENGINEERING AND INFORMATICS (BMEI 2013), VOLS 1 AND 2	International Conference on Biomedical Engineering and Informatics		English	Proceedings Paper	6th International Conference on Biomedical Engineering and Informatics (BMEI)	DEC 16-18, 2013	Hangzhou, PEOPLES R CHINA	IEEE, Hangzhou Normal Univ, IEEE Engn Med & Biol Soc		ensemble empirical mode decomposition (EEMD); intrinsic mode functions (IMF); Doppler ultrasound blood flow signal; vessel wall signal; signal extraction	EMPIRICAL MODE DECOMPOSITION; ULTRASOUND SIGNALS; CLUTTER REJECTION; REMOVAL; FILTER	Based on the ensemble empirical mode decomposition (EEMD) time-frequency analysis for avoiding mode mixing, an algorithm to delicately separate the Doppler blood flow and vessel wall beat signals is proposed in this paper. Firstly, the proper amplitude of added noise and number of ensemble average for noise cancellation are estimated, and then the mixed Doppler ultrasound signal is decomposed into IMFs by using EEMD method. Finally, the IMFs around the division between the blood flow and vessel wall signals are delicately separated using soft-threshold denoising method. Experiments on both computer simulated with WBSR of 20dB, 40dB and 70dB as well as real human carotid Doppler ultrasound signals are carried out to compare the proposed method with the high pass filter, the original empirical mode decomposition (EMD) method and the improved EMD delicate separation method. It is shown that method proposed in this paper provides the highest accuracy of extracting blood flow signals by elimination of the mode mixture, especially for those signals with larger wall-to-blood signal ratio.	[Lin, Wenjing; Zhang, Yufeng; Jia, Zhiguo; Chen, Han] Yunnan Univ, Dept Elect Engn, Informat Sch, Kunming 650091, Yunnan, Peoples R China; [Zhang, Kexin; Li, Zhiyao] Kunming Med Coll, Affiliated Hosp 2, Kunming 650031, Yunnan, Peoples R China	Lin, WJ (reprint author), Yunnan Univ, Dept Elect Engn, Informat Sch, Kunming 650091, Yunnan, Peoples R China.							16	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1948-2914		978-1-4799-2761-6	INT CONF BIOMED			2013							224	228					5	Engineering, Biomedical; Medical Informatics	Engineering; Medical Informatics	BC3FJ	WOS:000351608200043					2019-12-05	
S	Liu, YJ; Shi, XL; Li, BL; Gao, L; Gou, CX; Zhang, QH; Huang, YC		Gao, JX; Xu, D; Sun, X; Wu, Y		Liu, Yajie; Shi, Xinling; Li, Baolei; Gao, Lian; Gou, Changxing; Zhang, Qinhu; Huang, Yunchao			Comparative Study of Two-Layer Particle Swarm Optimization and Particle Swarm Optimization in Classification for Tumor Gene Expression Data with Different Dimensionalities	PROCEEDINGS OF THE 2013 6TH INTERNATIONAL CONFERENCE ON BIOMEDICAL ENGINEERING AND INFORMATICS (BMEI 2013), VOLS 1 AND 2	International Conference on Biomedical Engineering and Informatics		English	Proceedings Paper	6th International Conference on Biomedical Engineering and Informatics (BMEI)	DEC 16-18, 2013	Hangzhou, PEOPLES R CHINA	IEEE, Hangzhou Normal Univ, IEEE Engn Med & Biol Soc		classification; comparison; tumor; gene; TLPSO	CANCER CLASSIFICATION; MOLECULAR CLASSIFICATION; FEATURE-SELECTION; BIOINFORMATICS; PREDICTION	Classification of gene expression data to determine different type or subtype of tumor samples is significantly important to research tumors in molecular biology level. Sample genes (dimensionalities) play a fundamental role in classification. Feature selection technologies used to reduce gene numbers and find informative genes have been presented in recent years. But the performance of feature selection in gene classification research is still controversial. In this study, a classification algorithm based on the two-layer particle swarm optimization (TLPSO) is established to classify the uncertain training sample sets obtained from three gene expression datasets which contain the leukemia, diffuse large B cell lymphoma (DLBCL) and multi-class tumors dataset respectively with the exponential increasing of gene numbers. Compared the results obtained by using the particle swarm optimization (PSO), the classification stability and accuracy of the results based on the proposed TLPSO classification algorithm is improved significantly and more information to clinicians for choosing more appropriate treatment can extracted.	[Liu, Yajie] Yunnan Univ, Informat Sch, Kunming, Peoples R China; [Liu, Yajie] Kunming Med Univ, Affiliated Hosp 3, Yunnan Tumor Hosp, Kunming, Peoples R China; [Shi, Xinling; Li, Baolei; Gao, Lian; Gou, Changxing; Zhang, Qinhu] Yunnan Univ, Informat Sch, Kunming, Peoples R China; [Huang, Yunchao] Kunming Med Univ, Yunnan Tumor Hosp, Affiliated Hosp 3, Dept Cardiothorac Surg, Kunming, Peoples R China	Liu, YJ (reprint author), Yunnan Univ, Informat Sch, Kunming, Peoples R China.	lyjcome@qq.com; xlshi@ynu.edu.cn; huangych2001@aliyun.com						20	2	2	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1948-2914		978-1-4799-2761-6	INT CONF BIOMED			2013							524	529					6	Engineering, Biomedical; Medical Informatics	Engineering; Medical Informatics	BC3FJ	WOS:000351608200098					2019-12-05	
S	Xu, T; Pan, XJ		Tang, X; Zhong, W; Zhuang, D; Li, C; Liu, Y		Xu, Tao; Pan, Xuejun			Phytoplankton Investigation and Environmental Assessment for Dredged Area in Daqing Estuary Section of Dianchi lake, China	PROGRESS IN ENVIRONMENTAL PROTECTION AND PROCESSING OF RESOURCE, PTS 1-4	Applied Mechanics and Materials		English	Proceedings Paper	International Conference on Sustainable Energy and Environmental Engineering (ICSEEE 2012)	DEC 29-30, 2012	Guangzhou, PEOPLES R CHINA	Guangdong Univ Business Studies		Daqing Estuary; Dredging; phytoplankton biodiversity; Environmental assessment		Daqing River is one of the major rivers flowing into the Dianchi Lake. In this paper, phytoplankton investigation and environmental assessment for the dredged area in Daqing Estuary Section of Dianchi lake in Kunming city was reported. After microscopic identification and counting of 6 water samples(two of them is control plot), the water environment were evaluated by the phytoplankton species and quantity which were assessed by the biological diversity index, including Maglarf, Shanon-Wiener, Simpson diversity index, Pielou index and Berger-Parker dominance index. It's found that there are mainly 5 species of algae, and among them, Microcystis spp. et al., are the dominant species. So the water is assessed as eutrophication, Heavy sewage. Based on the diversity index analysis, the dredged area sampling sites were relatively higher than the non-dredged areas in biodiversity of phytoplankton. Summarily, the water quality after dredging has been improved to some extent. Phytoplankton biodiversity indicators should be the important water environmental assessment method.	[Xu, Tao] Yunnan Univ, Life Sci Coll, Kunming 650091, Yunnan, Peoples R China; [Pan, Xuejun] Kunming Univ Sci & Technol, Fac Engn Sci & Engn, Kunming 650500, Yunnan, Peoples R China	Xu, T (reprint author), Yunnan Univ, Life Sci Coll, Kunming 650091, Yunnan, Peoples R China.	xut233@163.com; xjpan@kmust.edu.cn			National High Technology Research and Development Program of China (863 program)National High Technology Research and Development Program of China [2010AA06Z301]; National Water Specific Projects " the National Water Pollution Control and Treatment Technology" [2010ZX07102-006]	This work was supported by the National High Technology Research and Development Program of China (863 program) (2010AA06Z301) and the National Water Specific Projects " the National Water Pollution Control and Treatment Technology(2010ZX07102-006).		15	1	2	0	7	TRANS TECH PUBLICATIONS LTD	DURNTEN-ZURICH	KREUZSTRASSE 10, 8635 DURNTEN-ZURICH, SWITZERLAND	1660-9336		978-3-03785-649-9	APPL MECH MATER			2013	295-298						726	+		10.4028/www.scientific.net/AMM.295-298.726			2	Engineering, Environmental; Engineering, Petroleum; Environmental Sciences; Mining & Mineral Processing	Engineering; Environmental Sciences & Ecology; Mining & Mineral Processing	BFO98	WOS:000320828200140					2019-12-05	
﻿PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
B	Li, CY; Xie, JZ; Zhang, XJ		Zhu, H; Eguchi, K; Wu, J		Li, Chunyan; Xie, Jinzhan; Zhang, Xuejie			Performance Evaluation based on Open Source Cloud Platforms for High Performance Computing	2013 6TH INTERNATIONAL CONFERENCE ON INTELLIGENT NETWORKS AND INTELLIGENT SYSTEMS (ICINIS)			English	Proceedings Paper	6th International Conference on Intelligent Networks and Intelligent Systems (ICINIS)	NOV 01-03, 2013	Shenyang Inst Engn, Shenyang, PEOPLES R CHINA	Intelligent Networks & Syst Soc, Inst Elect & Elect Engineers, Chinese Acad Sci & Technol Japan, Japanese Neural Network Soc, WSEAS Japan Chapter Intelligence & Informat, IEEE Comp Soc, WSEAS Chinese Chapter Adv Design & Manfacture	Shenyang Inst Engn	High Performance Computing (HPC); Cloud computing; Benchmark; Open Source; HPC Challenge (HPCC)		Cloud computing is a new model of the Internet resource utilization to provide a variety of IT services. It has been widely applied in various fields, including High Performance Computing (HPC). However, virtualization brings some performance overhead. Meanwhile, there are some differences in virtualization technology of different Open Source Cloud platforms. In order to find out the most suitable Open Source Cloud for HPC, this paper compares and analyses the performance of Open Source Clouds platforms such as Nimbus, OpenNebula and OpenStack for HPC according to HPC Challenge (HPCC) benchmark suite. From our experiment, OpenStack shows the better performance for HPC. So, it is proposed for implementing HPC applications in Open Source Cloud platform.	[Li, Chunyan; Xie, Jinzhan; Zhang, Xuejie] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China	Li, CY (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China.	lchy0316@gmail.com; xinjixjz@gmail.com; xjzhang@ynu.edu.cn						16	5	5	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-2808-8				2013							90	94		10.1109/ICINIS.2013.30			5	Computer Science, Artificial Intelligence; Computer Science, Hardware & Architecture; Computer Science, Information Systems	Computer Science	BB7OM	WOS:000345841800024					2019-12-05	
B	Duan, Q; Liu, JH; Liang, ZH; Sun, XP; Kang, HW; Yang, SL			IEEE	Duan, Qing; Liu, Junhui; Liang, Zhihong; Sun, Xingping; Kang, Hongwei; Yang, ShengLin			A Study and Instantiation of Executable Domain-Specific Modeling	2013 3RD INTERNATIONAL CONFERENCE ON CONSUMER ELECTRONICS, COMMUNICATIONS AND NETWORKS (CECNET)			English	Proceedings Paper	3rd International Conference on Consumer Electronics, Communications and Networks (CECNet)	NOV 20-22, 2013	Hubei Univ Sci & Technol, Xianning, PEOPLES R CHINA	IEEE, IEEE CE Soc	Hubei Univ Sci & Technol	domain-specific modeling; model driven development; executable model; modeling language; online shopping system		Model is the description and specification of software functions, structure, behaviour and its environment. One of the most important things is to strive to achieve automatically built software according to domain model, to verify the software in developing is better than that of software requirements. This paper integrates domain-specific modeling and web service techniques with model-driven development, then proposes a unified approach, SODSMI to build the executable domain-specific model to achieve the target of model-driven development. In this paper, a case study to construct an online shopping system is introduced for demonstrating the proposed approach.	[Duan, Qing; Liu, Junhui; Liang, Zhihong; Sun, Xingping; Yang, ShengLin] Yunnan Univ, Sch Software, Kunming 650091, Yunnan, Peoples R China; [Duan, Qing; Liu, Junhui; Liang, Zhihong; Kang, Hongwei] Key Lab Software Engn, Yunnan, Peoples R China	Duan, Q (reprint author), Yunnan Univ, Sch Software, Kunming 650091, Yunnan, Peoples R China.	qduan@ynu.edu.cn			Open Foundation of Key Laboratory in Software Engineering of Yunnan Province [2012SE301, 2010KS04, 2011SE13]; Research Funding for Teacher with a Doctorate [XT412004]	This work has been supported by the Open Foundation of Key Laboratory in Software Engineering of Yunnan Province under Grant No. 2012SE301, 2010KS04 and 2011SE13, and by the Research Funding for Teacher with a Doctorate under Grant No. XT412004.		5	1	1	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-2860-6				2013							41	44					4	Computer Science, Hardware & Architecture; Engineering, Electrical & Electronic	Computer Science; Engineering	BB6ZY	WOS:000345236300012					2019-12-05	
S	Xu, WL; Yue, K; Li, J; Duan, L; Liu, SY; Liu, WY		Lin, X; Manolopoulos, Y; Srivastava, D; Huang, G		Xu, Wenlin; Yue, Kun; Li, Jin; Duan, Liang; Liu, Suiye; Liu, Weiyi			An Approach for Sponsored Search Auctions Based on the Coalitional Game Theory	WEB INFORMATION SYSTEMS ENGINEERING - WISE 2013, PT II	Lecture Notes in Computer Science		English	Proceedings Paper	14th International Conference on Web Information Systems Engineering (WISE)	OCT 13-15, 2013	Nanjing, PEOPLES R CHINA	Univ Chinese Acad Sci, Victoria Univ, Joint Lab Social Comp & E Hlth Res, Nanjing Univ Finance & Econ, Jiangsu Prov Key Lab E Business, Nanjing Sci & Technol Commiss		Sponsored search auction; VCG mechanism; Coalitional game theory; Shapley value		Sponsored search auctions play a crucial role in the Internet advertising. By considering the mutual interactions among advertisers in sponsored search auctions, we propose a game-theory based method for advertisers cooperating with each other in a sponsored search auction. First, we propose a cooperation bid strategy for advertisers' coalition, which could make the utility of the coalition increased and be obtained in linear time. Then, we prove the coalitional game of advertisers has a non-empty core containing the Shapley value. Following, we use an approximate Shapley value to distribute the coalition's utility among advertisers in the coalition. Experiments results verify the efficiency and effectiveness of our method.	[Xu, Wenlin; Yue, Kun; Duan, Liang; Liu, Weiyi] Yunnan Univ, Sch Informat Sci & Engn, Dept Comp Sci & Engn, Kunming, Peoples R China; [Xu, Wenlin; Yue, Kun] Key Lab Software Engn, Kunming, Yunnan, Peoples R China; [Li, Jin] Yunnan Univ, Sch Software, Kunming, Yunnan, Peoples R China; [Liu, Suiye] SUNY Binghamton, Dept Econ, Binghamton, NY USA	Yue, K (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Dept Comp Sci & Engn, Kunming, Peoples R China.	kyue@ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61063009, 61163003, 61232002]; Ph.D Programs Foundation of Ministry of Education of ChinaMinistry of Education, China [20105301120001]; Yunnan Provincial Foundation for Leaders of Disciplines in Science and Technology [2012HB004]; Natural Science Foundation of Yunnan ProvinceNatural Science Foundation of Yunnan Province [2011FB020]; Foundation of Key Program of Department of Education of Yunnan Province [2011Z015, 2013Z049]; Foundation of the Key Laboratory of Software Engineering of Yunnan Province [2012SE205]	This work was supported by the National Natural Science Foundation of China (61063009, 61163003, 61232002), the Ph.D Programs Foundation of Ministry of Education of China (20105301120001), the Yunnan Provincial Foundation for Leaders of Disciplines in Science and Technology (2012HB004), the Natural Science Foundation of Yunnan Province (2011FB020), the Foundation of Key Program of Department of Education of Yunnan Province (2011Z015, 2013Z049), and the Foundation of the Key Laboratory of Software Engineering of Yunnan Province (2012SE205).		15	0	0	0	2	SPRINGER-VERLAG BERLIN	BERLIN	HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY	0302-9743		978-3-642-41154-0; 978-3-642-41153-3	LECT NOTES COMPUT SC			2013	8181						458	468					11	Computer Science, Information Systems; Computer Science, Theory & Methods	Computer Science	BB3IO	WOS:000342805300036					2019-12-05	
B	Yang, M; Zhou, LH; Ruan, HF			IEEE Comp Soc	Yang, Ming; Zhou, Lihua; Ruan, Huifeng			The Methods for Solving Influence Diagrams: A Review	2013 INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND APPLICATIONS (ITA)			English	Proceedings Paper	International Conference on Information Technology and Applications (ITA)	NOV 16-17, 2013	Chengdu, PEOPLES R CHINA	Zhejiang Gongshang Univ, Zhejiang Univ Finance & Econ, Anhui Polytechn Univ		Decision making; Influence diagrams; Bayesian network		Influence diagrams (IDs) are one of the most commonly used graphical decision models for reasoning under uncertainty. Solving an ID means determining the optimal strategy for the decision maker and the value or certain equivalent of the decision situation when that optimal strategy is applied. Much research effort has been devoted to develop methods and algorithms for solving IDs, and a vast literature on this problem has been yielded. This paper attempts a brief exposition on the methods common used for solving IDs, for the purpose of providing a help for decision makers to select appropriate methods when they solve IDs.	[Yang, Ming] Coll Yunnan Trandit Med, Kunming, Peoples R China; [Zhou, Lihua] Yunnan Univ, Sch Informat, kunming 650091, Peoples R China; [Ruan, Huifeng] Coll Yunnan Police Officer, kunming, Peoples R China	Yang, M (reprint author), Coll Yunnan Trandit Med, Kunming, Peoples R China.	ljyangming@163.com; lhzhou@ynu.edu.cn; rsh20082008@163.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61262069, 61063008, 61272126]; Science Foundation of Yunnan Province [2010CD025]; Yunnan Educational Department Foundation [2012C103]	This research was supported by the National Natural Science Foundation of China under Grant No.61262069, No.61063008, No.61272126, the Science Foundation of Yunnan Province under Grant No. 2010CD025, and the Yunnan Educational Department Foundation under Grant No.2012C103.		14	1	1	0	1	IEEE COMPUTER SOC	LOS ALAMITOS	10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA			978-1-4799-2876-7				2013							427	431		10.1109/ITA.2013.104			5	Computer Science, Information Systems; Computer Science, Interdisciplinary Applications	Computer Science	BB2SE	WOS:000342214600099					2019-12-05	
S	Zhang, JH; Shi, XL; Lv, L; Wang, X; Zhang, YF; Guo, F			IEEE	Zhang, Junhua; Shi, Xinling; Lv, Liang; Wang, Xiao; Zhang, Yufeng; Guo, Fei			Computerized Lenke Classification of Scoliotic Spine	2013 35TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC)	IEEE Engineering in Medicine and Biology Society Conference Proceedings		English	Proceedings Paper	35th Annual International Conference of the IEEE-Engineering-in-Medicine-and-Biology-Society (EMBC)	JUL 03-07, 2013	Osaka, JAPAN	IEEE Engn Med Biol Soc, Japanese Soc Med & Biol Engn			ADOLESCENT IDIOPATHIC SCOLIOSIS; COBB ANGLE MEASUREMENT; DEFORMITY CLASSIFICATION; KING CLASSIFICATION; RELIABILITY; IDENTIFICATION	A computer-aided approach was proposed to reduce the variability in the Lenke classification. At the first step, endplate inclination of each vertebra on both the coronal and sagittal radiographs was measured by a computerized system. The Cobb angles of the proximal thoracic, the main thoracic, and the thoracolumbar/lumbar curves were then automatically calculated in the standing and side-bending coronal planes and the standing sagittal plane. A computerized algorithm automatically classified the spinal type. The classification results of 37 scoliotic patients by five observers showed that with the computer aid, the average interobserver and intraobserver kappa values were improved from 0.77 to 0.88 and from 0.68 to 0.83, respectively. This computerized tool can assist in the Lenke classification of scoliosis.	[Zhang, Junhua; Shi, Xinling; Wang, Xiao; Zhang, Yufeng] Yunnan Univ, Dept Elect Engn, Kunming 650091, CO, Peoples R China; [Lv, Liang; Guo, Fei] First Peoples Hosp Yunnan Prov, Dept Radiol, Kunming 650032, Peoples R China	Zhang, JH (reprint author), Yunnan Univ, Dept Elect Engn, Kunming 650091, CO, Peoples R China.	jhzhang@ynu.edu.cn; guofeiyn@163.com			Natural Science Foundation of ChinaNational Natural Science Foundation of China [61002049]; Key Project of Chinese Ministry of EducationMinistry of Education, China [211173]	This work was supported by the Natural Science Foundation of China (No. 61002049) and the Key Project of Chinese Ministry of Education (No. 211173).		11	1	1	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1557-170X		978-1-4577-0216-7	IEEE ENG MED BIO			2013							945	948					4	Engineering, Biomedical; Engineering, Electrical & Electronic	Engineering	BB2DX	WOS:000341702101108	24109845				2019-12-05	
S	Zhang, YF; Gao, L; Shen, K; Zhang, KX; Yan, J; Cheng, W; Zhang, JH			IEEE	Zhang, Yufeng; Gao, Lian; Shen, Kai; Zhang, Kexin; Yan, Jine; Cheng, Wei; Zhang, Junhua			A simulator for mixed Doppler ultrasound signals from pulsatile blood flow and vessel wall with mild stenosis	2013 35TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC)	IEEE Engineering in Medicine and Biology Society Conference Proceedings		English	Proceedings Paper	35th Annual International Conference of the IEEE-Engineering-in-Medicine-and-Biology-Society (EMBC)	JUL 03-07, 2013	Osaka, JAPAN	IEEE Engn Med Biol Soc, Japanese Soc Med & Biol Engn		Mixed Doppler ultrasound signal simulator; Mild local-stenosis; Vessel wall beat; Pulsatile blood flow	ALGORITHM	A novel computer simulator to generate mixed Doppler ultrasound signals from the pulsatile blood flow and vessel wall with mild stenosis is presented in this paper. In-phase and quadrature Doppler blood flow signals are generated using cosine-superposed components modulated by a spectrogram estimated from velocity profile. Meanwhile, Doppler signals echoed from bidirectional moving walls are generated with the input waveforms of the wall velocities. Finally, the Doppler signals determined above are summed respectively to yield the combined Doppler signals in terms of given sample volume shape. The experimental results show that the proposed simulator generates mixed Doppler signals with the characteristics similar to those found in practice, and could be an useful experimental data source for evaluating the performance of wall filters.	[Zhang, Yufeng] Yunnan Univ, Dept Elect Engn, Kunming 650091, Yunnan, Peoples R China; [Zhang, Yufeng; Gao, Lian; Shen, Kai; Yan, Jine; Cheng, Wei; Zhang, Junhua] Yunnan Univ, Dept Elect Engn, Informat Sch, Kunming 650091, Yunnan, Peoples R China; [Zhang, Kexin] Second Affiliated Hosp, Kunming Med Coll, Cardiovascular Dept, Kunming 650031, Yunnan, Peoples R China	Zhang, YF (reprint author), Yunnan Univ, Dept Elect Engn, Kunming 650091, Yunnan, Peoples R China.	yfengzhang@yahoo.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61261007, 61002049]	This work was supported by the National Natural Science Foundation of China under Grants 61261007 and 61002049.		12	1	1	2	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1557-170X		978-1-4577-0216-7	IEEE ENG MED BIO			2013							1903	1906					4	Engineering, Biomedical; Engineering, Electrical & Electronic	Engineering	BB2DX	WOS:000341702102095	24110084				2019-12-05	
S	Zhang, JH; Lv, L			IEEE	Zhang, Junhua; Lv, Liang			Comparison of Geometric Torsion in Scoliosis under Lenke Classification	2013 35TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC)	IEEE Engineering in Medicine and Biology Society Conference Proceedings		English	Proceedings Paper	35th Annual International Conference of the IEEE-Engineering-in-Medicine-and-Biology-Society (EMBC)	JUL 03-07, 2013	Osaka, JAPAN	IEEE Engn Med Biol Soc, Japanese Soc Med & Biol Engn			IDIOPATHIC SCOLIOSIS; 3-DIMENSIONAL CLASSIFICATION; SPINAL DEFORMITY; CURVES	The objective of this study is to investigate whether three dimensional (3D) variability exists within the Lenke classification, and to evaluate the correlations between the 3D features and the Cobb angle used in the Lenke classification. Forty-nine scoliotic patients with Lenke Type 1 curve were selected for analysis. For each patient, the 3D spine model was reconstructed from biplanar radiographs, and the geometric torsion was then calculated from the reconstructed spine model. An analysis of variance (ANOVA) was performed regarding the average torsion, the maximum torsion, and the Cobb angle, with the patients subdivided according to the torsion pattern. Results showed that a statistically significant difference was observed for the torsion parameters (i.e., the average torsion and the maximum torsion) between subgroups within the Lenke Type 1 curves while no statistically significant difference was found regarding the Cobb angle. The strengths of correlations between the torsion parameters and Cobb angle were stronger in the subgroup with torsion pattern of Type A. These results add the evidence that 3D geometric torsion reveals structural differences that are not apparent in the Cobb measurement.	[Zhang, Junhua] Yunnan Univ, Dept Elect Engn, Kunming 650091, CO, Peoples R China	Zhang, JH (reprint author), Yunnan Univ, Dept Elect Engn, Kunming 650091, CO, Peoples R China.	jhzhang_2006@yahoo.com.cn; llyn99@163.com			Natural Science Foundation of ChinaNational Natural Science Foundation of China [61002049]; Chinese Ministry of EducationMinistry of Education, China [211173]	This work was supported by the Natural Science Foundation of China (No. 61002049) and the Key Project of Chinese Ministry of Education (No. 211173)		12	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1557-170X		978-1-4577-0216-7	IEEE ENG MED BIO			2013							2404	+					4	Engineering, Biomedical; Engineering, Electrical & Electronic	Engineering	BB2DX	WOS:000341702102217					2019-12-05	
