PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Yu, J; Yang, JJ; Ma, WH; Yu, B; Li, R; Xing, J; Qian, B; Ning, P		Bu, J; Kim, YH		Yu, Jie; Yang, Jianjun; Ma, Wenhui; Yu, Bo; Li, Rui; Xing, Jie; Qian, Biao; Ning, Ping			The Study of CaO-SiO2-B2O3-Al2O3-La2O3 Glass Ceramics as Sealant for Planar Intermediate Temperature Solid Oxide Fuel Cells	ADVANCED ENGINEERING MATERIALS III, PTS 1-3	Advanced Materials Research		English	Proceedings Paper	3rd International Conference on Advanced Engineering Materials and Technology (AEMT 2013)	MAY 11-12, 2013	Zhangjiajie, PEOPLES R CHINA	Hebei Prov Key Lab Inorgan Nonmetall Mat, Korea Maritime Univ		solid oxide fuel cell; sealant; wetting angle; resistivity		CaO-SiO2-B2O3-Al2O3-La2O3 system sealants with different B/Si ratios of 0.38 similar to 0.82 were prepared by high-temperature melting method for intermediate temperature solid oxide fuel cell (ITSOFC). The glass transition temperature (Tg) and softening temperature (Ts) of the sealant were analyzed by TG-DSC. The complex phases of the sealants detected by XRD were consistent with the calculation results generally. The resistivity of the sealants tested by electrochemical workstation was above 65 k Omega.cm(2), and the wetting angle was also calculated. The prepared sealants basically meet the sealing requirement for ITSOFC.	[Yu, Jie; Yang, Jianjun; Ma, Wenhui; Yu, Bo; Li, Rui; Xing, Jie; Qian, Biao] Kunming Univ Sci & Technol, Fac Met & Energy Engn, Natl Engn Lab Vacuum Met, Kunming 650093, Peoples R China; [Yu, Jie; Yu, Bo; Ning, Ping] Kunming Univ Sci & Technol, Fac Environm Sci & Engn, Kunming 650093, Peoples R China; [Li, Rui; Xing, Jie] Yunnan Univ, Fac Phys Sci & Technol, Kunming 650091, Peoples R China	Yu, J (reprint author), Kunming Univ Sci & Technol, Fac Met & Energy Engn, Natl Engn Lab Vacuum Met, Kunming 650093, Peoples R China.	kgyujie@hotmail.com; yjjsofc@yahoo.cn; mwhsilicon@163.com; yjjsofc@yahoo.cn; sofclr@163.com; xjsofc@163.com; qianbiao91@163.com; ningping58@126.com			Natural Science Foundation of Yunnan ProvinceNatural Science Foundation of Yunnan Province [2009ZC027M]; Innovation Fund of Science and Technology for Students [2012YA027]	This work was financially supported by the Natural Science Foundation of Yunnan Province (2009ZC027M) and Innovation Fund of Science and Technology for Students (2012YA027).		4	0	0	0	4	TRANS TECH PUBLICATIONS LTD	DURNTEN-ZURICH	KREUZSTRASSE 10, 8635 DURNTEN-ZURICH, SWITZERLAND	1022-6680		978-3-03785-763-2	ADV MATER RES-SWITZ			2013	750-752						558	+		10.4028/www.scientific.net/AMR.750-752.558			2	Materials Science, Ceramics; Materials Science, Multidisciplinary; Materials Science, Composites	Materials Science	BA5GQ	WOS:000336636100117					2019-12-05	
S	Qian, B; Yang, JJ; Yu, J; Ma, WH; Yu, B; Li, R; Xing, J; Zhang, N; Ning, P		Bu, J; Kim, YH		Qian, Biao; Yang, Jianjun; Yu, Jie; Ma, Wenhui; Yu, Bo; Li, Rui; Xing, Jie; Zhang, Na; Ning, Ping			Research and Characterization of CaO-SiO2-B2O3-Al2O3-La2O3 Sealant with different alumina for ITSOFC	ADVANCED ENGINEERING MATERIALS III, PTS 1-3	Advanced Materials Research		English	Proceedings Paper	3rd International Conference on Advanced Engineering Materials and Technology (AEMT 2013)	MAY 11-12, 2013	Zhangjiajie, PEOPLES R CHINA	Hebei Prov Key Lab Inorgan Nonmetall Mat, Korea Maritime Univ		ratio of B/Si; solid oxide fuel cell; sealant; wetting angle; resistivity	OXIDE FUEL-CELLS; GLASS-CERAMIC SEALANTS	The CaO-SiO2-B2O3-Al2O3-La2O3 sealants with different alumina contents were fabricated by high-temperature melting method for intermediate temperature solid oxide fuel cell (ITSOFC). The glass transition temperature (Tg) and crystal temperature (Ts) of the sealant with different alumina content was characterized by TG-DSC. And the composition phase of the sealant was detected by XRD. The resistivity of sealant tested by electrochemical workstation was higher than 22 k Omega.cm(2), which met the requirement for ITSOFC. Through the detecting of the wetting angle, the adhesion of sealant and anode materials was very good, and the single cell sealed with alumina tube successfully.	[Qian, Biao; Yang, Jianjun; Yu, Jie; Ma, Wenhui; Yu, Bo; Li, Rui; Xing, Jie; Zhang, Na] Kunming Univ Sci & Technol, Fac Met & Energy Engn, Natl Engn Lab Vacuum Met, Kunming 650093, Peoples R China; [Yu, Jie; Yu, Bo; Ning, Ping] Kunming Univ Sci & Technol, Fac Environm Sci & Engn, Kunming 650093, Peoples R China; [Li, Rui; Xing, Jie] Yunnan Univ, Fac Phys Sci & Technol, Kunming 650091, Peoples R China	Qian, B (reprint author), Kunming Univ Sci & Technol, Fac Met & Energy Engn, Natl Engn Lab Vacuum Met, Kunming 650093, Peoples R China.	qianbiao91@163.com; yjjsofc@yahoo.cn; kmyujie@gmail.com; mwhsilicon@163.com; kmyujie@gmail.com; sofclr@163.com; xjsofc@163.com; qianbiao91@163.com; ningping58@126.com			Natural Science Foundation of Yunnan ProvinceNatural Science Foundation of Yunnan Province [2009ZC027M]; Innovation Fund of Science and Technology for Students [2012YA027]	This work was financially supported by the Natural Science Foundation of Yunnan Province (2009ZC027M) and Innovation Fund of Science and Technology for Students (2012YA027).		6	0	0	0	3	TRANS TECH PUBLICATIONS LTD	DURNTEN-ZURICH	KREUZSTRASSE 10, 8635 DURNTEN-ZURICH, SWITZERLAND	1022-6680		978-3-03785-763-2	ADV MATER RES-SWITZ			2013	750-752						562	+		10.4028/www.scientific.net/AMR.750-752.562			2	Materials Science, Ceramics; Materials Science, Multidisciplinary; Materials Science, Composites	Materials Science	BA5GQ	WOS:000336636100118					2019-12-05	
S	Du, J; Du, YH; Chen, Y		Yarlagadda, P; Yang, SF; Lee, KM		Du, Jin; Du, Yanhui; Chen, Yu			The Research on Dynamics evolution patterns of online Public opinion	INFORMATION TECHNOLOGY APPLICATIONS IN INDUSTRY II, PTS 1-4	Applied Mechanics and Materials		English	Proceedings Paper	2nd International Conference on Information Technology and Management Innovation (ICITMI 2013)	JUL 23-24, 2013	Zhuhai, PEOPLES R CHINA			Social network cluster node; Public opinion stream control; 'Public opinion stream' correlation control pattern; Public opinion management system		Dynamics evolution patterns play an important role on Public opinion nowadays. In this paper, developing rules and trends are discussed by means of Petri method of online public opinion. The public opinion online was analyzed as a 'stream' from which the conception of 'public opinion stream' was proposed and its control pattern was developed as well. Based on these, correlation degree variables between 'social network' cluster nodes were dynamically introduced, and general rules of public opinion streams between associated network cluster organizations were studied. The Public-opinion-stream correlation control pattern' which can regulate the relationship of social network cluster nodes and verify the empirical research of sociology, journalism and psychology. At last, artificial intelligence and decision support can be supplied to relevant industries by instructing system design and management system.	[Du, Jin] Chinese Peoples Publ Secur Univ, Yunnan Police Officer Acad, Beijing, Peoples R China; [Du, Yanhui] Chinese Peoples Publ Secur Univ, Beijing, Peoples R China; [Chen, Yu] Yunnan Univ, Kunming, Peoples R China	Du, J (reprint author), Chinese Peoples Publ Secur Univ, Yunnan Police Officer Acad, Beijing, Peoples R China.	koaladj@126.com; dyh6889@126.com; yuchen450@yahoo.com			National Natural Science Fund of ChinaNational Natural Science Foundation of China [71173199]; Social Science Fund of China [09CZZ011]; Research Fund for the Central Universities [2013LGX02]	This work was supported by "National Natural Science Fund of China (71173199)"; "Social Science Fund of China (09CZZ011)"; Research Fund for the Central Universities(2013LGX02).		8	0	0	0	9	TRANS TECH PUBLICATIONS LTD	DURNTEN-ZURICH	KREUZSTRASSE 10, 8635 DURNTEN-ZURICH, SWITZERLAND	1660-9336		978-3-03785-864-6	APPL MECH MATER			2013	411-414						186	+		10.4028/www.scientific.net/AMM.411-414.186			3	Engineering, Mechanical; Materials Science, Multidisciplinary; Mechanics	Engineering; Materials Science; Mechanics	BA5GU	WOS:000336641400038					2019-12-05	
S	Yang, Y; Tan, SC		Liu, Z; Dong, X; Liu, Z; Liu, Q		Yang, Yang; Tan, Shucheng			Application of Remote Sensing in the Research of Soil Erosion	ENVIRONMENTAL PROTECTION AND RESOURCES EXPLOITATION, PTS 1-3	Advanced Materials Research		English	Proceedings Paper	International Conference on Advances in Energy and Environmental Science (ICAEES)	JUL 30-31, 2013	Guangzhou, PEOPLES R CHINA	Guangzhou Key Lab Hydrogen Energy & Green Anal, Sun Yat Sen Univ, Huizhou Res Inst, Inst Energy & Catalysis, Branch Univ Acad, Guangdong Soc Chem Engn, Key Lab Clean Chem Technol, Dept Educ Guangdong Province, Zhongkai Univ Agr & Engn, Inst Green Chem, Guangdong Univ Petrochem Technol		soil erosion; remote sensing; mapping; land use; vegetation cover		Since remote sensing technology introduced into China, has made considerable progress in the dynamic monitoring of soil and water loss research. Through the application of remote sensing technology in soil erosion monitoring in our country and other countries, analyze the existing problems in the remote sensing technology application, then make prospects for the application and development.	[Yang, Yang] Kunming Univ Sci & Technol, Fac Land Resource Engn, Kunming 650093, Yunnan, Peoples R China; [Tan, Shucheng] Yunnan Univ, Sch Resource Environm & Earth Sci, Kunming 650091, Peoples R China	Yang, Y (reprint author), Kunming Univ Sci & Technol, Fac Land Resource Engn, Kunming 650093, Yunnan, Peoples R China.	ante_pisces@163.com; shchtan@ynu.edu.cn						7	0	0	1	5	TRANS TECH PUBLICATIONS LTD	DURNTEN-ZURICH	KREUZSTRASSE 10, 8635 DURNTEN-ZURICH, SWITZERLAND	1022-6680		978-3-03785-862-2	ADV MATER RES-SWITZ			2013	807-809						1658	+		10.4028/www.scientific.net/AMR.807-809.1658			2	Energy & Fuels; Environmental Sciences; Materials Science, Multidisciplinary	Energy & Fuels; Environmental Sciences & Ecology; Materials Science	BA4VM	WOS:000336344000315					2019-12-05	
S	Zhou, WB; Zou, P; Sun, PS; Bi, XY; Mao, YY; Zheng, XY		Kao, JCM; Sung, WP; Chen, R		Zhou, Wenbo; Zou, Ping; Sun, Peishi; Bi, Xiaoyi; Mao, Yongyang; Zheng, Xiaoyun			Utilization of the by-products for simultaneous purification of sulfur dioxide and nitrogen oxide in bio-trickling process	MATERIALS, TRANSPORTATION AND ENVIRONMENTAL ENGINEERING, PTS 1 AND 2	Advanced Materials Research		English	Proceedings Paper	International Conference on Materials, Transportation and Environmental Engineering (CMTEE 2013)	AUG 21-23, 2013	Taichung, TAIWAN	Natl Chin Yi Univ Technol, Natl Cheng Kung Univ, Natl Sun Yan Sen Univ, Natl Chi Nan Univ, ChienKuo Technol Univ, Control Engn & Informat Sci Res Assoc, Int Frontiers Sci & Technol Res Assoc, Trans Tech Publicat		flue gas; simultaneous desulfurization and denitrogenation; bio-trickling filter; by-product recycling; leaching agent; fertilizer	FLUE-GAS; SO2; REMOVAL; NO; OXIDATION	The potential of using the waste from simultaneous NOx and SO2 purification bio-trickling process to leach copper ore and to make fertilizer was investigated. It was found there were two main exhausted by-products in the purification process: the acidic liquid in desulfurization tower and the alkalescent liquid in denitrogenation tower. Through operation of leaching the oxide ore sample containing 2.58% copper by the acidic liquid, the effective grade of the metal to be extracted reached 28.37% by weight. With adding proportional dose of ammonia into the alkalescent liquid or the acidic liquid and going through evaporation and concentration, crystal products of ammonium sulfate and ammonium nitrate were generated, which can be used in fertilizer manufacturing.	[Zhou, Wenbo; Zou, Ping] Yunnan Univ, Res Inst Engn & Technol, Kunming, Peoples R China; [Sun, Peishi; Bi, Xiaoyi; Mao, Yongyang] Yunnan Prov Univ, Engn Res Ctr Technol Environm Pollut Biol Treatme, Kunming, Peoples R China; [Zheng, Xiaoyun] Yunnan Univ, Modern Educ Technol Ctr, Kunming, Peoples R China	Zhou, WB (reprint author), Yunnan Univ, Res Inst Engn & Technol, Kunming, Peoples R China.	zouping6668@sina.com			National Natural Science Foundations of ChinaNational Natural Science Foundation of China [50478116, 50908199, 51168046, 51278447]; National High Technology Research and Development Program (863) of ChinaNational High Technology Research and Development Program of China [2007AA06Z312]; Innovation Fund Project for Graduate Student of Yunnan University [ynuy201007]	This work was supported by the National Natural Science Foundations of China (No. 50478116; No. 50908199; No. 51168046; No. 51278447), the National High Technology Research and Development Program (863) of China (No. 2007AA06Z312) and the Innovation Fund Project for Graduate Student of Yunnan University (No. ynuy201007).		15	0	0	0	9	TRANS TECH PUBLICATIONS LTD	DURNTEN-ZURICH	KREUZSTRASSE 10, 8635 DURNTEN-ZURICH, SWITZERLAND	1022-6680		978-3-03785-804-2	ADV MATER RES-SWITZ			2013	779-780						1220	+		10.4028/www.scientific.net/AMR.779-780.1220			2	Engineering, Environmental; Materials Science, Multidisciplinary; Transportation Science & Technology	Engineering; Materials Science; Transportation	BA4PU	WOS:000336106300234					2019-12-05	
S	Li, J; Duan, CQ; Yeng, FL		Kao, JCM; Sung, WP; Chen, R		Li, Jie; Duan, Changqun; Yeng, Fengle			Relationship between Phytoplankton and Nutrient Dynamics in the Enclosed Waterbody, Dianchi Lake	MATERIALS, TRANSPORTATION AND ENVIRONMENTAL ENGINEERING, PTS 1 AND 2	Advanced Materials Research		English	Proceedings Paper	International Conference on Materials, Transportation and Environmental Engineering (CMTEE 2013)	AUG 21-23, 2013	Taichung, TAIWAN	Natl Chin Yi Univ Technol, Natl Cheng Kung Univ, Natl Sun Yan Sen Univ, Natl Chi Nan Univ, ChienKuo Technol Univ, Control Engn & Informat Sci Res Assoc, Int Frontiers Sci & Technol Res Assoc, Trans Tech Publicat		Phytoplankton; Nutrient Dynamics; Environmental Pollution; the Enclosed Waterbody	DOMINANCE; RATIOS	An analysis of 170 simples acquired monthly from August 2011 to December 2012 in the closed waterbody suggests that the concentration of algae bloom (Cyanophyta) is dependent on the nutrient dynamics. Without the overlying of nitrate concentrations carried by the external algae bloom, the enclosed waterbody isolated by the flexible enclosure maintains a lower nitrate level. Algae bloom tends to dominate (TN: TP < 12) and to rare (TN: TP>12). Cyanophyta is dominant for the whole year.	[Li, Jie; Duan, Changqun] Yunnan Univ, Inst Environm Sci & Ecol Restorat, Kunming, Peoples R China; [Yeng, Fengle] Yunnan Inst Environm Sci, Kunming, Peoples R China	Li, J (reprint author), Yunnan Univ, Inst Environm Sci & Ecol Restorat, Kunming, Peoples R China.	lijie@yies.org.cn; chqduan@ynu.edu.cn; yfl@yies.org.cn						8	0	1	0	12	TRANS TECH PUBLICATIONS LTD	DURNTEN-ZURICH	KREUZSTRASSE 10, 8635 DURNTEN-ZURICH, SWITZERLAND	1022-6680		978-3-03785-804-2	ADV MATER RES-SWITZ			2013	779-780						1514	+		10.4028/www.scientific.net/AMR.779-780.1514			2	Engineering, Environmental; Materials Science, Multidisciplinary; Transportation Science & Technology	Engineering; Materials Science; Transportation	BA4PU	WOS:000336106300294					2019-12-05	
S	Liu, XQ; Zheng, Q; Yang, JH; Wang, L; Zhang, T; Li, T; Wang, R		Farag, AA		Liu, Xiaoqin; Zheng, Qi; Yang, Jianhua; Wang, Lu; Zhang, Tong; Li, Tao; Wang, Rui			A new public key cryptography system based on hyperbolic curve over finite field	PROCEEDINGS OF 3RD INTERNATIONAL CONFERENCE ON MULTIMEDIA TECHNOLOGY (ICMT-13)	Advances in Intelligent Systems Research		English	Proceedings Paper	3rd International Conference on Multimedia Technology (ICMT)	NOV 29-DEC 01, 2013	Guangzhou, PEOPLES R CHINA	Ningbo Univ		HCCS; Abel group; DLP; fundamental solution; flexible	CRYPTOSYSTEMS	In this paper, we propose a new technology that improves Diffie-Hellman's safeness and keeps its good property. The technology is called "Hyperbolic Curve Cryptography System" (HCCS) which is designed on hyperbolic curve over finite filed. HCCS has a solid Abel group structure whose order is diverse over finite field and the system is secure which is mainly based on discrete logarithm problem (DLP) and hardness of solving fundamental solution. Compared with Diffie-Hellman, HCCS has the same calculation complexity, but it has excellently flexible. Therefore, HCCS can improve information technology's safeness.	[Liu, Xiaoqin; Zheng, Qi; Yang, Jianhua; Wang, Lu; Zhang, Tong; Li, Tao; Wang, Rui] Yunnan Univ, Sch Informat Sci & Engn, Kunming 650091, Peoples R China	Liu, XQ (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming 650091, Peoples R China.	qin.le11@163.com						13	0	0	0	0	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	1951-6851		978-90-78677-89-5	ADV INTEL SYS RES			2013	84						208	215					8	Engineering, Electrical & Electronic	Engineering	BA4EM	WOS:000335511000027					2019-12-05	
S	Zhang, T; Zhang, XH; Li, T; Liu, XQ		Farag, AA		Zhang, Tong; Zhang, Xinghui; Li, Tao; Liu, Xiaoqin			An Improved Algorithm based on Palm Print Recognition	PROCEEDINGS OF 3RD INTERNATIONAL CONFERENCE ON MULTIMEDIA TECHNOLOGY (ICMT-13)	Advances in Intelligent Systems Research		English	Proceedings Paper	3rd International Conference on Multimedia Technology (ICMT)	NOV 29-DEC 01, 2013	Guangzhou, PEOPLES R CHINA	Ningbo Univ		PCA; transformation of kernel function; non-linear transformation; palm print recognition; transformation of dimension	PERSONAL IDENTIFICATION; PRINCIPAL LINES; PALMPRINT; VERIFICATION; EXTRACTION	This paper aims at the deficiency of classical PCA algorithm on only extracting linear palm print features, sufficiently uses the double matching thought of recognition technology to propose a new algorithm which relatively efficient in extracting the classified identification information. The new proposed algorithm based on PCA algorithm and by using transformation of kernel function to convert the input samples into high-dimensional space through which efficiently solving the problems of small samples and sharply rising computation quantities, while the two aforementioned problems were caused by the number of training samples after matched to the high-dimensional space that smaller than the dimensions themselves. Experimental results show that the proposed algorithm is effective and the accuracy is improved obviously.	[Zhang, Tong; Zhang, Xinghui; Li, Tao; Liu, Xiaoqin] Yunnan Univ, Sch Informat Sci & Engn, Kunming 650091, Peoples R China	Zhang, T (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming 650091, Peoples R China.	lunwenlz@sina.cn						11	0	0	0	0	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	1951-6851		978-90-78677-89-5	ADV INTEL SYS RES			2013	84						612	619					8	Engineering, Electrical & Electronic	Engineering	BA4EM	WOS:000335511000076					2019-12-05	
S	Li, CX; Ding, HW; Guo, YY; Zhao, YF; Nan, J; Zhang, T		Farag, AA		Li, Cuixian; Ding, Hongwei; Guo, Yingying; Zhao, Yifan; Nan, Jing; Zhang, Tong			A Control Protocol Based on Binary Tree Conflict Resolution Algorithm Combined with Probability Detection and 1-persistent CSMA	PROCEEDINGS OF 3RD INTERNATIONAL CONFERENCE ON MULTIMEDIA TECHNOLOGY (ICMT-13)	Advances in Intelligent Systems Research		English	Proceedings Paper	3rd International Conference on Multimedia Technology (ICMT)	NOV 29-DEC 01, 2013	Guangzhou, PEOPLES R CHINA	Ningbo Univ		Binary tree conflict-resolving algorithm; probability detection; 1-persistent CSMA; random multiple access technology; throughput; average cycle method		This paper puts forward a joint control protocol based on binary tree conflict-resolving algorithm combined probability detection and 1-persistent CSMA. Under the protocol, all terminals use the joint control protocol of p-detection and 1-persistent to access the channel before sending information packets, and transmit packets immediately when the channel is idle, but when there are any collisions on the channel, the system will use isolated binary tree conflict-resolving technology to decompose the impacted packets. Meanwhile, the paper analyzes the protocol and gets the computational formula of the throughput for the protocol by building a mathematical model and using the average cycle method and compared with the joint control protocol of p-detection and 1-persistent. And finally, the paper gives the MATLAB simulation results. The results not only show that the correctness of the theoretical analysis and illustrates the validity of the protocol, but also gives some meaningful conclusions. Therefore, it is very necessary and important to integrate the binary tree conflict-resolving technology into the joint control protocol of p-detection and 1-persistent under high load, which can the successful probability and channel utilization.	[Ding, Hongwei] Yunnan Univ, Dept Commun Engn, Kunming, Yunnan, Peoples R China; [Li, Cuixian; Guo, Yingying; Zhao, Yifan; Nan, Jing; Zhang, Tong] Yunnan Univ, Sch Informat, Kunming, Yunnan, Peoples R China	Ding, HW (reprint author), Yunnan Univ, Dept Commun Engn, Kunming, Yunnan, Peoples R China.	dhw1964@163.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61072079]; Natural Science Foundation of Yunnan ProvinceNatural Science Foundation of Yunnan Province [2010CD023]; Graduate Scientific Research Fund of Yunnan University [ynuy201047]	Supported by the National Natural Science Foundation of China (61072079); Natural Science Foundation of Yunnan Province (2010CD023);Graduate Scientific Research Fund of Yunnan University (ynuy201047).		15	0	0	0	1	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	1951-6851		978-90-78677-89-5	ADV INTEL SYS RES			2013	84						1030	1037					8	Engineering, Electrical & Electronic	Engineering	BA4EM	WOS:000335511000127					2019-12-05	
S	Zhang, DH; Ding, D; Li, J; Liu, Q		Farag, AA		Zhang, Dehai; Ding, Da; Li, Jin; Liu, Qing			A PCA-based Face Recognition Method by Applying Fast Fourier Transform in Pre-processing	PROCEEDINGS OF 3RD INTERNATIONAL CONFERENCE ON MULTIMEDIA TECHNOLOGY (ICMT-13)	Advances in Intelligent Systems Research		English	Proceedings Paper	3rd International Conference on Multimedia Technology (ICMT)	NOV 29-DEC 01, 2013	Guangzhou, PEOPLES R CHINA	Ningbo Univ		Face recognition; pre-processing; Fast Fourier Transform; PCA; SVM	KPCA	Principal Component Analysis (PCA) is a well-studied method in face recognition. Noticing that few researches focus on pre-processing of images, which will also improve the performance of feature extraction of PCA algorithm, we present an improved approach of PCA based face recognition algorithm using Fast Fourier Transform (FFT). In our method, FFT is presented as a method to combine amplitude spectrum of one image with phase spectrum of another image as a mixed image. PCA is applied to do feature extraction and a kernel SVM is harnessed as a classifier. To test and evaluate the performance of the proposed approach, a series of experiments are performed on Yale face database A. The experimental results show that our proposed method is encouraging.	[Zhang, Dehai; Ding, Da; Li, Jin; Liu, Qing] Yunnan Univ, Sch Software, Kunming, Peoples R China	Zhang, DH (reprint author), Yunnan Univ, Sch Software, Kunming, Peoples R China.	dhzhang@ynu.edu.cn; dingda6@126.com; lijin@ynu.edu.cn; liuqing@ynu.edu.cn						11	1	1	0	4	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	1951-6851		978-90-78677-89-5	ADV INTEL SYS RES			2013	84						1155	1162					8	Engineering, Electrical & Electronic	Engineering	BA4EM	WOS:000335511000142					2019-12-05	
S	Zhao, YF; Ding, HW; Gao, YS; Guo, YY; Nan, J; Yu, PP		Farag, AA		Zhao, Yifan; Ding, Hongwei; Gao, Yangshui; Guo, Yingying; Nan, Jing; Yu, Pingping			Random Multiple Access Protocol combined Binary Tree Conflict-resolving Algorithm and the 1-persistent CSMA Protocol	PROCEEDINGS OF 3RD INTERNATIONAL CONFERENCE ON MULTIMEDIA TECHNOLOGY (ICMT-13)	Advances in Intelligent Systems Research		English	Proceedings Paper	3rd International Conference on Multimedia Technology (ICMT)	NOV 29-DEC 01, 2013	Guangzhou, PEOPLES R CHINA	Ningbo Univ		1-persistent CSMA; binary tree conflict resolving algorithm; throughput; the number of time-slots; random multiple access		This paper presents a new random multiple access control protocol - 1-persistent CSMA control protocol based on improved binary tree conflict resolution algorithm. First, the paper gives an outline of 1-persistent CSMA and the binary tree conflict-resolving algorithm by building a mathematical model and using the average cycle method, and then respectively obtains the throughput and the number of time-slots of the protocol and the algorithm. The simulation results are given, and agree well with theoretical values. But, in a shared channel, each user independently sends information packets randomly, and it is prone to conflict and resulting in the failure. Especially to the 1-persistent CSMA control protocol, when the load is larger, it has a lower throughput and greatly increasing the probability of channel conflict. Therefore, bringing in the binary tree conflict-resolving algorithm is a good method to improve the throughput, especially the improved binary tree conflict resolution algorithm. So at last, the paper introduces the random multiple access protocol combined improved binary tree conflict resolution algorithm and 1-persistent CSMA protocol, obtains the throughput and gives the simulations of the joint protocol. Theoretical calculations and experimental results show that 1-persistent CSMA protocol with conflict-resolving has a better performance.	[Ding, Hongwei] Yunnan Univ, Dept Commun Engn, Kunming, Yunnan, Peoples R China; [Zhao, Yifan; Gao, Yangshui; Guo, Yingying] Yunnan Univ, Sch Informat, Kunming, Yunnan, Peoples R China	Ding, HW (reprint author), Yunnan Univ, Dept Commun Engn, Kunming, Yunnan, Peoples R China.	dhw1964@163.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61072079]; Natural Science Foundation of Yunnan ProvinceNatural Science Foundation of Yunnan Province [2010CD023]; Graduate Scientific Research Fund of Yunnan University [ynuy201047]	Supported by the National Natural Science Foundation of China (61072079); Natural Science Foundation of Yunnan Province (2010CD023); Graduate Scientific Research Fund of Yunnan University (ynuy201047).		12	0	0	0	0	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	1951-6851		978-90-78677-89-5	ADV INTEL SYS RES			2013	84						1234	1241					8	Engineering, Electrical & Electronic	Engineering	BA4EM	WOS:000335511000152					2019-12-05	
S	Guo, YY; Ding, HW; Zhao, YF; Nan, J; Song, DH; Yu, PP		Farag, AA		Guo, Yingying; Ding, Hongwei; Zhao, Yifan; Nan, Jing; Song, Donghuan; Yu, Pingping			Study on a New Type of Discrete Random Contention System based on Binary Tree Conflict Resolution Algorithm	PROCEEDINGS OF 3RD INTERNATIONAL CONFERENCE ON MULTIMEDIA TECHNOLOGY (ICMT-13)	Advances in Intelligent Systems Research		English	Proceedings Paper	3rd International Conference on Multimedia Technology (ICMT)	NOV 29-DEC 01, 2013	Guangzhou, PEOPLES R CHINA	Ningbo Univ		Kew type of discrete random contention system; isolated binary tree conflict resolution algorithm; throughput; system performance	ALOHA	This paper proposed a new type of discrete random contention system based on the literature [1], researched it using the average cycle method, then get the formula of the systemic throughput for the new random access protocol by building mathematical modeling; but the uncertainty of random multiple access on frequency and time resulting in the conflict probability increases as the higher loading, therefore, introducing binary tree conflict resolution algorithm is very important to improve the channel utilization. The paper analyzed the isolated binary tree conflict resolution algorithm and then got the average length of timeslot of the algorithm; on the basis, the paper puts forward a new type of discrete random contention system based on binary tree conflict resolution algorithm Analytic formulate for throughput of the new discrete random contention system and the system based on the conflict resolution algorithm are derived by building mathematical model and using the average cycle method. Finally, the computer simulation everiments show that the correctness of the theoretical, at the same time, show that the new discrete random contention system protocol based on binary tree conflict resolution algorithm is effective to further improve the system performance.	[Ding, Hongwei] Yunnan Univ, Dept Commun Engn, Kunming, Yunnan, Peoples R China; [Guo, Yingying; Zhao, Yifan; Nan, Jing; Song, Donghuan; Yu, Pingping] Yunnan Univ, Sch Informat, Kunming, Yunnan, Peoples R China	Ding, HW (reprint author), Yunnan Univ, Dept Commun Engn, Kunming, Yunnan, Peoples R China.	dhw1964@163.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61072079]; Natural Science Foundation of Yunnan ProvinceNatural Science Foundation of Yunnan Province [2010CD023]; Graduate Scientific Research Fund of Yunnan University [ynuy201047]	This work was supported by the National Natural Science Foundation of China (61072079); Natural Science Foundation of Yunnan Province (2010CD023); Graduate Scientific Research Fund of Yunnan University (ynuy201047).Thanks for the seriously guidance of Professor Dongfeng Zhao.		15	0	0	0	0	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	1951-6851		978-90-78677-89-5	ADV INTEL SYS RES			2013	84						1727	1734					8	Engineering, Electrical & Electronic	Engineering	BA4EM	WOS:000335511000211					2019-12-05	
