PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Li, WD; Liu, X; Zhang, XL; Zhang, XJ		Du, D; Li, L; Zhu, E; He, K		Li, Weidong; Liu, Xi; Zhang, Xiaolu; Zhang, Xuejie			Multi-resource Fair Allocation with Bounded Number of Tasks in Cloud Computing Systems	THEORETICAL COMPUTER SCIENCE, NCTCS 2017	Communications in Computer and Information Science		English	Proceedings Paper	35th National Conference of Theoretical Computer Science (NCTCS)	OCT 14-15, 2017	Huazhong Univ Sci, Sch Comp Sci Technol, Wuhan, PEOPLES R CHINA	China Comp Forum, Theoret Comp Sci Comm	Huazhong Univ Sci, Sch Comp Sci Technol	Lexicographically max-min normalized share; Dominant resource fairness; Multi-resource fair allocation; Approximation ratio		Dominant resource fairness (DRF) is a popular mechanism for multi-resource allocation in cloud computing systems. In this paper, we consider the problem of multi-resource fair allocation with bounded number of tasks. We propose the lexicographically max-min normalized share (LMMNS) fair allocation mechanism, which is a natural generalization of DRF, and design a non-trivial optimal algorithm to find a LMMNS fair allocation, whose running time is linear in the number of users. Then, we prove that LMMNS satisfies envy-freeness and group strategy-proofness, and analyze the approximation ratios of LMMNS with some assumptions, by exploiting the properties of the optimal solution.	[Li, Weidong; Liu, Xi; Zhang, Xiaolu; Zhang, Xuejie] Yunnan Univ, Kunming 650091, Yunnan, Peoples R China; [Li, Weidong] Yunnan Univ, Dianchi Coll, Kunming 650228, Yunnan, Peoples R China	Zhang, XJ (reprint author), Yunnan Univ, Kunming 650091, Yunnan, Peoples R China.	weidong@ynu.edu.cn; zxl@ynu.edu.cn; xjzhang@ynu.edu.cn		Li, Weidong/0000-0003-3094-4347	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61662088, 11301466]; Natural Science Foundation of Yunnan Province of ChinaNatural Science Foundation of Yunnan Province [2014FB114]; IRTSTYN	The work is supported in part by the National Natural Science Foundation of China [Nos. 61662088, 11301466], the Natural Science Foundation of Yunnan Province of China [No. 2014FB114] and IRTSTYN.		23	1	1	0	1	SPRINGER-VERLAG BERLIN	BERLIN	HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY	1865-0929	1865-0937	978-981-10-6893-5; 978-981-10-6892-8	COMM COM INF SC			2017	768						3	17		10.1007/978-981-10-6893-5_1			15	Computer Science, Theory & Methods	Computer Science	BK4OD	WOS:000437036300001					2019-12-05	
S	Li, JZ; Song, GZ; Ma, Y; Wang, C; Zhu, BH; Chai, Y; Rong, JQ		Du, D; Li, L; Zhu, E; He, K		Li, Jiazheng; Song, Guozhi; Ma, Yue; Wang, Cheng; Zhu, Baohui; Chai, Yan; Rong, Jieqi			Bat Algorithm Based Low Power Mapping Methods for 3D Network-on-Chips	THEORETICAL COMPUTER SCIENCE, NCTCS 2017	Communications in Computer and Information Science		English	Proceedings Paper	35th National Conference of Theoretical Computer Science (NCTCS)	OCT 14-15, 2017	Huazhong Univ Sci, Sch Comp Sci Technol, Wuhan, PEOPLES R CHINA	China Comp Forum, Theoret Comp Sci Comm	Huazhong Univ Sci, Sch Comp Sci Technol	Network-on-Chip; Mapping algorithm; Low power; Bat Algorithm; Parallel computing	AWARE	Mapping a task graph as a distribution of Intellectual Property (IP) cores onto a Network-on-Chip (NoC) is a NP-hard problem that significantly affects the performance metrics of the whole system including power, delay, load balance and heat. Intelligence optimization algorithms are widely used to solve mapping problems. Bat Algorithm (BA), a novel metaheuristic algorithm mimicking hunting behaviors of bats, which has never been applied in NoCs, is used in low power mapping methods for 3D NoCs in this paper for the first time. The BA based mapping algorithm shows better performance than other mainstream mapping algorithms in terms of the optimization efficiency and power consumption. However, the concept of the basic BA has obvious disadvantages. To improve the basic BA, we propose a Group-Searching Bat Algorithm (GSBA) that can better utilize individual bats. This improved mapping algorithm performs much better than the traditional BA, especially when the scale of the application graph is large.	[Li, Jiazheng; Song, Guozhi; Ma, Yue; Zhu, Baohui; Chai, Yan; Rong, Jieqi] Tianjin Polytech Univ, Sch Comp Sci & Software Engn, Tianjin 300387, Peoples R China; [Li, Jiazheng] Univ Illinois, Sch Informat Sci, Champaign, IL 61820 USA; [Wang, Cheng] Yunnan Univ, Sch Informat Sci, Kunming 650500, Yunnan, Peoples R China	Song, GZ (reprint author), Tianjin Polytech Univ, Sch Comp Sci & Software Engn, Tianjin 300387, Peoples R China.	guozhi.song@gmail.com			National Training Program of Innovation and Entrepreneurship for Undergraduates [201710058042, 201710058009]	The authors were support by National Training Program of Innovation and Entrepreneurship for Undergraduates No. 201710058042 and 201710058009. We thank the anonymous reviewers for commenting on this paper.		22	2	3	1	1	SPRINGER-VERLAG BERLIN	BERLIN	HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY	1865-0929	1865-0937	978-981-10-6893-5; 978-981-10-6892-8	COMM COM INF SC			2017	768						277	295		10.1007/978-981-10-6893-5_21			19	Computer Science, Theory & Methods	Computer Science	BK4OD	WOS:000437036300021					2019-12-05	
S	Duan, JL; Wang, LZ; Hu, X		Obaidat, MS; Chen, Z; Hsiao, KF; Nicopolitidis, P; Cascado, D		Duan, Jiangli; Wang, Lizhen; Hu, Xin			The Effect of Spatial Autocorrelation on Spatial Co-Location Pattern Mining	2017 INTERNATIONAL CONFERENCE ON COMPUTER, INFORMATION AND TELECOMMUNICATION SYSTEMS (IEEE CITS)	International Conference on Computer Information and Telecommunication Systems		English	Proceedings Paper	6th IEEE International Conference on Computer, Information and Telecommunication Systems (IEEE CITS)	JUL 21-23, 2017	Dalian, PEOPLES R CHINA	IEEE, IEEE Commun Soc, Dalian Univ Technol, Soc Modeling & Simulat Int		spatial autocorrelation; spatial data mining; co-location pattern mining	GIS	spatial co-location pattern mining is an important part of spatial data mining, and the purpose is to discover the coexistence spatial feature sets whose instances are frequently located together in a geographic space. However, it ignores the existence of autocorrelation features that is not associated with surrounding features. For example, "cactus" and "jerusalem artichoke" are two common plants in the desert, and it is easy to get prevalent pattern {cactus, jerusalem artichoke} for the existing spatial co-location pattern mining frameworks, but biologists have determined that "jerusalem artichoke" is a spatial autocorrelation feature so that above pattern is meaningless. To avoid getting prevalent patterns that contain spatial autocorrelation features, we propose an algorithm to find and remove the spatial autocorrelation feature from spatial data sets, so that we can get really meaningful prevalent co-location patterns, and the experimental results over synthetic/real data sets show the effectiveness and feasibility of our method.	[Duan, Jiangli; Wang, Lizhen] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China; [Hu, Xin] Beijing Normal Univ, Coll Informat Sci & Technol, Beijing, Peoples R China	Hu, X (reprint author), Beijing Normal Univ, Coll Informat Sci & Technol, Beijing, Peoples R China.	jl_duan@126.com; lzhwang2005@126.com; 201431210011@mail.bnu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61472346, 61662086]; Science Foundation of Yunnan Province [2015FB114, 2016FA026]	This work was supported in part by grants (No. 61472346, No. 61662086) from the National Natural Science Foundation of China and in part by a grant (No. 2015FB114, No. 2016FA026) from the Science Foundation of Yunnan Province.		10	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2326-2338		978-1-5090-5957-7	INT CONF COMP INFO			2017							210	214					5	Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Theory & Methods; Telecommunications	Computer Science; Telecommunications	BJ7US	WOS:000427708000045					2019-12-05	
S	Wang, ZH; Lu, CY; Pu, B; Li, GW; Guo, ZJ		Long, L; Li, Y; Li, X; Dai, Y; Yang, H		Wang, Zhi-Hui; Lu, Chen-Yang; Pu, Bin; Li, Gui-Wen; Guo, Zhen-Jiang			Short-term Forecast Model of Vehicles Volume Based on ARIMA Seasonal Model and Holt-Winters	4TH ANNUAL INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND APPLICATIONS (ITA 2017)	ITM Web of Conferences		English	Proceedings Paper	4th Annual International Conference on Information Technology and Applications (ITA)	MAY 26-28, 2017	Guangzhou, PEOPLES R CHINA				FRACTIONAL ARIMA	In order to alleviate the urban traffic congestion and ensure traffic safety, we need to do a good job in urban road traffic safety planning, make the real-time analysis and forecast of urban traffic flow to detect changes of current traffic flow in time, make scientific planning of roads and improve the road service ability and the transport efficiency of freight vehicles. The data of short-term vehicles volume is characterized by uncertainty and timing correlation series. Given this, the ARIMA seasonal model and the Holt-Winters model are used to establish a forecasting model for the short-term vehicles volume of the city. Finally, we compare the model with predictions.	[Wang, Zhi-Hui; Li, Gui-Wen; Guo, Zhen-Jiang] Yunnan Sci Res Inst Commun & Transportat, Intelligent Ctr, Kunming, Yunnan, Peoples R China; [Lu, Chen-Yang; Pu, Bin] Yunnan Univ, Natl Pilot Sch Software, Kunming, Yunnan, Peoples R China	Wang, ZH (reprint author), Yunnan Sci Res Inst Commun & Transportat, Intelligent Ctr, Kunming, Yunnan, Peoples R China.	937140839@qq.com; luchenyanglcy@163.com; 937140839@qq.com; 344294117@qq.com; 3811247@qq.com			Open Foundation of Key Laboratory in Software Engineering of Yunnan Province [2017SE204]	This work has been supported by the Open Foundation of Key Laboratory in Software Engineering of Yunnan Province under Grant NO. 2017SE204.		14	0	0	0	3	E D P SCIENCES	CEDEX A	17 AVE DU HOGGAR PARC D ACTIVITES COUTABOEUF BP 112, F-91944 CEDEX A, FRANCE	2271-2097			ITM WEB CONF			2017	12								UNSP 04028	10.1051/itmconf/20171204028			6	Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods	Computer Science	BK3LP	WOS:000435200300115		DOAJ Gold, Green Published			2019-12-05	
S	Yang, ZJ; Su, Y; Ding, HW; Ding, YY		Yang, H		Yang, Zhi-Jun; Su, Yang; Ding, Hong-Wei; Ding, Yang-Yang			Analysis of Environment Monitoring Platform Based on Wireless Sensor Network	2017 INTERNATIONAL CONFERENCE ON INFORMATION SCIENCE AND TECHNOLOGY (IST 2017)	ITM Web of Conferences		English	Proceedings Paper	International Conference on Information Science and Technology (IST)	MAR 24-26, 2017	Wuhan, PEOPLES R CHINA					This paper established a TinyOS operating system for wireless sensor network of temperature and humidity monitoring system. It introduces the basic structure of the monitoring system, sensor nodes, the TinyOS operating system, and the NesC language. Besides, it preliminary design the application of temperature and humidity monitoring. This paper choose cc2538cb as the sensor nodes in the design of system, and introduce the design method of environmental monitoring mobile phone software.	[Yang, Zhi-Jun; Su, Yang; Ding, Hong-Wei; Ding, Yang-Yang] Yunnan Univ, Sch Informat Sci & Engn, Kunming 650091, Yunnan, Peoples R China; [Yang, Zhi-Jun] Acad Educ Sci Res, Educ Dept Yunnan Prov, Kunming 650223, Yunnan, Peoples R China	Su, Y (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming 650091, Yunnan, Peoples R China.	2402600114@qq.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61461054, 61461053]	This work was supported by the National Natural Science Foundation of China under Grant Nos. 61461054 and 61461053.		10	0	0	0	0	E D P SCIENCES	CEDEX A	17 AVE DU HOGGAR PARC D ACTIVITES COUTABOEUF BP 112, F-91944 CEDEX A, FRANCE	2271-2097			ITM WEB CONF			2017	11								UNSP 05004	10.1051/itmconf/20171105004			7	Computer Science, Theory & Methods; Telecommunications	Computer Science; Telecommunications	BK3JR	WOS:000435111000042		DOAJ Gold, Green Published			2019-12-05	
B	Jiang, L; Qiu, LB; Li, YZ; Guo, L; Duan, DL; Wang, W; Wang, JQ		Haeri, H		Jiang, Liang; Qiu, Ling-Bing; Li, Yi-Zhou; Guo, Lei; Duan, De-Liang; Wang, Wei; Wang, Jia-Qiang			Efficient Adsorptive Removal of Arsenic from Water by Titanium-Based Metal-Organic Frameworks (MIL-125)	MATERIALS IN ENVIRONMENTAL ENGINEERING			English	Proceedings Paper	4th Annual International Conference on Material Science and Environmental Engineering (MSEE)	DEC 16-18, 2016	Chengdu, PEOPLES R CHINA			removal of arsenic; adsorption; metal-organic frameworks; MIL-125	COORDINATION POLYMERS; CATALYTIC-PROPERTIES; MAGNETIC-PROPERTIES; STABILITY; COMPLEXES; SHAPE; SIZE	The titanium-based metal organic framework (MIL-125) was synthesized for removal of arsenic from water for the first time. The samples were characterized by XRD and N-2 adsorption-desorption measurements. The results show that the adsorption capacity of MIL-125 can reach around 123.5mg.g(-1) after the reaction time of 4h when the initial concentration of As(V) was 40mg.L-1 at pH values from 4 to 10, which is much higher than that of other metal organic frameworks (MOFs) materials reported so far. The adsorptive property of MIL-125 is hardly affected by temperature and it could be used in a wide pH range. These results indicate that MIL-125 is a promising adsorbent for efficient removal of arsenic from water.	[Jiang, Liang; Li, Yi-Zhou; Guo, Lei; Duan, De-Liang; Wang, Wei; Wang, Jia-Qiang] Yunnan Univ, Yunnan Prov Collaborat Innovat Ctr Green Chem Lig, Yunnan Prov Engn Res Ctr Photocatalyt Treatment I, Univ Ctr Photocatalyt Treatment Pollutants Yunnan, Kunming 650091, Yunnan, Peoples R China; [Qiu, Ling-Bing] Kunming Ctr Environm Monitoring, Kunming 650228, Yunnan, Peoples R China	Wang, JQ (reprint author), Yunnan Univ, Yunnan Prov Collaborat Innovat Ctr Green Chem Lig, Yunnan Prov Engn Res Ctr Photocatalyt Treatment I, Univ Ctr Photocatalyt Treatment Pollutants Yunnan, Kunming 650091, Yunnan, Peoples R China.	273177412@qq.com; 1933876608@qq.com; 984217584@qq.com; 547305197@qq.com; dlduan@ynu.edu.cn; wangwei2@ynu.edu.cn; jqwang@ynu.edu.cn			National Science Foundation of ChinaNational Natural Science Foundation of China [21263027, 21573193]; Program for Innovation Team of Yunnan Province; Innovative Research Team (in Science and Technology) in Universities of Yunnan Province; Key Laboratory of Advanced Materials for Wastewater Treatment of Kunming; Key project from Yunnan Educational Committee [ZD2012003]	This research was financially supported by the National Science Foundation of China (Project 21263027, 21573193), Program for Innovation Team of Yunnan Province, Innovative Research Team (in Science and Technology) in Universities of Yunnan Province, and Key Laboratory of Advanced Materials for Wastewater Treatment of Kunming. The authors also thank Key project from Yunnan Educational Committee (Project ZD2012003) for financial support.		25	0	0	4	7	WALTER DE GRUYTER GMBH	BERLIN	GENTHINER STRASSE 13, D-10785 BERLIN, GERMANY			978-3-11-051662-3				2017							489	498		10.1515/9783110516623-048			10	Engineering, Environmental; Materials Science, Multidisciplinary	Engineering; Materials Science	BK1ZT	WOS:000432429000048					2019-12-05	
B	Song, AL; Wang, YX; Su, HL; Liu, HF		Haeri, H		Song, A-Ling; Wang, Yi-Xuan; Su, Hui-Lin; Liu, Hai-Feng			Evaluation and Application of Poverty Index Water Based on Principal Component Analysis	MATERIALS IN ENVIRONMENTAL ENGINEERING			English	Proceedings Paper	4th Annual International Conference on Material Science and Environmental Engineering (MSEE)	DEC 16-18, 2016	Chengdu, PEOPLES R CHINA			water scarcity; entropy weight; principal component analysis; sensitivity analysis		The water poverty index (WPI) is a holistic and objective reflection of the relationship between degree of water shortage and development of social economy. Based on the analysis of the classical WPI evaluation model, the model is optimized by the principal component analysis method. Then, an optimized WPI evaluation model based on PCA is proposed, and the experimental results verify the validity of the proposed model. When the optimization model is applied to the water resources data of Beijing region, the efficiency of WPI evaluation is improved by about 4%. On the other hand, the optimization model is used to evaluate the WPI values of different urban and rural areas, and the results are satisfactory. On this basis, this paper designs the water environment prediction model and the Shan-gan-ning district was tested for the local future water resources situation and provides theoretical support.	[Song, A-Ling] PLA Univ Sci & Technol, Inst Sci, Nanjing 210007, Jiangsu, Peoples R China; [Wang, Yi-Xuan] Yunnan Univ, Sch Software, Kunming 650500, Yunnan, Peoples R China	Song, AL (reprint author), PLA Univ Sci & Technol, Inst Sci, Nanjing 210007, Jiangsu, Peoples R China.	25191908@qq.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61273209]	This work was supported by the National Natural Science Foundation of China (number61273209)		14	0	0	1	1	WALTER DE GRUYTER GMBH	BERLIN	GENTHINER STRASSE 13, D-10785 BERLIN, GERMANY			978-3-11-051662-3				2017							1269	1286		10.1515/9783110516623-125			18	Engineering, Environmental; Materials Science, Multidisciplinary	Engineering; Materials Science	BK1ZT	WOS:000432429000125					2019-12-05	
S	Wu, H; Yue, K; Fu, XD; Wang, YJ; Liu, WY		Wang, S; Zhou, A		Wu, Hong; Yue, Kun; Fu, Xiaodong; Wang, Yujie; Liu, Weiyi			Parallel Seed Selection for Influence Maximization Based on k-shell Decomposition	COLLABORATE COMPUTING: NETWORKING, APPLICATIONS AND WORKSHARING, COLLABORATECOM 2016	Lecture Notes of the Institute for Computer Sciences Social Informatics and Telecommunications Engineering		English	Proceedings Paper	12th International Conference on Collaborate Computing - Networking, Applications and Worksharing (CollaborateCom)	NOV 10-11, 2016	Beijing, PEOPLES R CHINA	EAI		Parallel; Social networks; Influence maximization; K-shell decomposition	SOCIAL NETWORKS	Influence maximization is the problem of selecting a set of seeds in a social network to maximize the influence under certain diffusion model. Prior solutions, the greedy and its improvements are time-consuming. In this paper, we propose candidate shells influence maximization (CSIM) algorithm under heat diffusion model to select seeds in parallel. We employ CSIM algorithm (a modified algorithm of greedy) to coarsely estimate the influence spread to avoid massive estimation of heat diffusion process, thus can effectively improve the speed of selecting seeds. Moreover, we can select seeds from candidate shells in parallel. Specifically, First, we employ the k-shell decomposition method to divide a social network and generate the candidate shells. Further, we use the heat diffusion model to model the influence spread. Finally, we select seeds of candidate shells in parallel by using the CSIM algorithm. Experimental results show the effectiveness and feasibility of the proposed algorithm.	[Wu, Hong; Yue, Kun; Wang, Yujie; Liu, Weiyi] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China; [Wu, Hong] Qujing Normal Univ, Sch Informat Engn, Qujing, Peoples R China; [Fu, Xiaodong] Kunming Univ Sci & Technol, Fac Informat Engn & Automat, Kunming, Yunnan, Peoples R China	Yue, K (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China.	kyue@ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61472345, 61462056, 61402398]; Natural Science Foundation of Yunnan ProvinceNatural Science Foundation of Yunnan Province [2014FA023, 2014FA028]; Program for Excellent Young Talents of Yunnan University [XT412003]; Research Foundation of the Education Department of Yunnan Province [2014C134Y, 2016YJS005, 2016ZZX013]	This work was supported by the National Natural Science Foundation of China (Nos. 61472345, 61462056, 61402398), Natural Science Foundation of Yunnan Province (Nos. 2014FA023, 2014FA028), Program for Excellent Young Talents of Yunnan University (No. XT412003), Research Foundation of the Education Department of Yunnan Province (Nos. 2014C134Y, 2016YJS005, 2016ZZX013).		28	0	0	0	1	SPRINGER	NEW YORK	233 SPRING STREET, NEW YORK, NY 10013, UNITED STATES	1867-8211		978-3-319-59288-6; 978-3-319-59287-9	L N INST COMP SCI SO			2017	201						27	36		10.1007/978-3-319-59288-6_3			10	Computer Science, Theory & Methods; Telecommunications	Computer Science; Telecommunications	BK1UR	WOS:000432310700003					2019-12-05	
B	Qin, JL; Zhao, N; Xie, ZW; Mo, Q		Li, S; Dai, Y; Cheng, Y		Qin, Jianglong; Zhao, Na; Xie, Zhongwen; Mo, Qi			Business Process Analysis Method based on Petri nets	2017 4TH INTERNATIONAL CONFERENCE ON INFORMATION SCIENCE AND CONTROL ENGINEERING (ICISCE)			English	Proceedings Paper	4th International Conference on Information Science and Control Engineering (ICISCE)	JUL 21-23, 2017	Changsha, PEOPLES R CHINA	IEEE, IEEE Comp Soc, Univ Technol Sydney, Hunan Univ Humanities Sci & Technol, Wayne State Univ, MINJIANG UNIV, BEIJING UNIV CIVIL ENGN & ARCHITECTURE, UNIV AMOIENSIS, CHINA JILIANG UNIV, Hunan Univ, Xiamen Univ, Iwate Prefectural Univ		Quantiative Analysis; Business Process Optimization; Petri nets; Performance Evaluation Model		To better reorganize and optimize business process, Petri nets is a good formal tool. However, the prototype Petri nets can't fully describe the related properties of the business process. In this paper, the time and cost attributes are added to the Petri nets and it is called the extended generalized stochastic Petri nets. On this basis, the performance evaluation model is proposed. Execution efficiency and cost of Business process can be got by the evaluation model. They provide a direct basis for business process reengineering and optimization. Finally, the effectiveness of the model is validated through case study.	[Qin, Jianglong; Zhao, Na; Xie, Zhongwen; Mo, Qi] Yunnan Univ, Sch Software, Kunming, Yunnan, Peoples R China; [Qin, Jianglong; Zhao, Na; Xie, Zhongwen; Mo, Qi] Key Lab Software Engn Yunnan Prov, Kunming, Yunnan, Peoples R China	Qin, JL (reprint author), Yunnan Univ, Sch Software, Kunming, Yunnan, Peoples R China.; Qin, JL (reprint author), Key Lab Software Engn Yunnan Prov, Kunming, Yunnan, Peoples R China.	king8414@163.com; zhaonayx@126.com; xiezw56@126.com; moqiyueyang@163.com			National Science Foundation of ChinaNational Natural Science Foundation of China [61379032]	This work has been supported by the National Science Foundation of China under Grant No. 61379032.		5	0	0	2	4	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-3013-6				2017							218	223		10.1109/ICISCE.2017.55			6	Computer Science, Information Systems; Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BJ7JR	WOS:000427368200047					2019-12-05	
B	Xuan, L; Yaqing, L; Hong, L; Hang, L		Li, S; Dai, Y; Cheng, Y		Xuan Li; Yaqing Li; Hong Liang; Hang Liu			Research on Evaluation of Urban Pumping Station Engineering Aging based on AHP and IAHP	2017 4TH INTERNATIONAL CONFERENCE ON INFORMATION SCIENCE AND CONTROL ENGINEERING (ICISCE)			English	Proceedings Paper	4th International Conference on Information Science and Control Engineering (ICISCE)	JUL 21-23, 2017	Changsha, PEOPLES R CHINA	IEEE, IEEE Comp Soc, Univ Technol Sydney, Hunan Univ Humanities Sci & Technol, Wayne State Univ, MINJIANG UNIV, BEIJING UNIV CIVIL ENGN & ARCHITECTURE, UNIV AMOIENSIS, CHINA JILIANG UNIV, Hunan Univ, Xiamen Univ, Iwate Prefectural Univ		Aging Evaluation of Pump Station; Indicator System; Weight coefficient; AHP; IAHP		With the scale of the city and the population rising in a very fast way, drainage system of cities in our country are facing huge challenge and pressure. For now, the drainage devices are overrunning and aging without timely maintenance which makes the whole drainage system running in a high risk. So there's a great need to establish a reliable evaluation system of the quantitative analysis and evaluation for the pump stations' aging situation which will play a big role in decision support for the pumping station renovation and city flood control. The establishment of pump station aging evaluation system and calculation of index weight are key ways for the pump aging evaluation. This paper is designing the evaluation system of pump station focusing on the factual situation of Kunming with Analytical Hierarchy Process (AHP) and Improved Analytic Hierarchy Process (IAHP) to determine the index weight and comparison the outcome of the two theories. Research show that, the accuracy of the weight is much better when using IAHP which can distinguish the weight with approximate importance.	[Xuan Li] Kunming Drainage Facil Management Co Ltd, Kunming, Yunnan, Peoples R China; [Yaqing Li; Hong Liang; Hang Liu] Yunnan Univ, Coll Informat Sci & Engn, Kunming, Yunnan, Peoples R China	Xuan, L (reprint author), Kunming Drainage Facil Management Co Ltd, Kunming, Yunnan, Peoples R China.	14640361@qq.com; 471116051@qq.com; ynliangh@126.com; 308927545@qq.com						6	0	0	1	4	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-3013-6				2017							585	589		10.1109/ICISCE.2017.127			5	Computer Science, Information Systems; Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BJ7JR	WOS:000427368200119					2019-12-05	
S	Leng, LH; Zheng, J			IEEE	Leng, Lihua; Zheng, Jeffery			Mapping ECG Signal Sequences on Variant Maps	2017 16TH IEEE INTERNATIONAL CONFERENCE ON TRUST, SECURITY AND PRIVACY IN COMPUTING AND COMMUNICATIONS / 11TH IEEE INTERNATIONAL CONFERENCE ON BIG DATA SCIENCE AND ENGINEERING / 14TH IEEE INTERNATIONAL CONFERENCE ON EMBEDDED SOFTWARE AND SYSTEMS	IEEE Trustcom BigDataSE ISPA		English	Proceedings Paper	16th IEEE International Conference on Trust, Security and Privacy in Computing and Communications / The 11th IEEE International Conference on Big Data Science and Engineering / The 14th IEEE International Conference on Embedded Software and Systems	AUG 01-04, 2017	Sydney, AUSTRALIA	IEEE, IEEE Tech Comm Scalable Comp, Univ Technol Sydney, UTS GBDTC, NSW, IEEE Comp Soc		ECG signal sequences; Biomedical big datasets; Variant map	SYSTEM	Batch ECG signal sequences provide real-time, dynamic measurements for groups of heart disease patients as special biomedical big datasets. To extract various diseases information, we propose a new method using multiple statistical probability distributions to process batch ECG signal sequences on variant maps. Using this approach, it is more convenient to identify normal ECG datasets and abnormal ECG datasets on distinct distributions. Sample cases are illustrated.	[Leng, Lihua; Zheng, Jeffery] Yunnan Univ, Sch Software, Kunming, Yunnan, Peoples R China	Leng, LH (reprint author), Yunnan Univ, Sch Software, Kunming, Yunnan, Peoples R China.	lihualeng77@163.com; conjugatelogic@yahoo.com			First People's Hospital of Yunnan Province for ECG datasets; National Science Foundation of China NSFCNational Natural Science Foundation of China [61362014]; Overseas Higher-level Scholar Project of Yunnan Province, China [W8110305]	Thank to the First People's Hospital of Yunnan Province for ECG datasets, to National Science Foundation of China NSFC (No. 61362014) and the Overseas Higher-level Scholar Project of Yunnan Province, China (No. W8110305) for financial supports to the project.		16	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2324-9013		978-1-5090-4906-6	IEEE TRUST BIG			2017							881	884		10.1109/Trustcom/BigDataSE/ICESS.2017.326			4	Computer Science, Information Systems; Computer Science, Theory & Methods	Computer Science	BJ8KQ	WOS:000428367500114					2019-12-05	
